,store_name,permission_date,situation,address,address_road,new_store_name,trans_ad,trans_ad_road,x,y
70,조패자조개대패먹자,2023-02-23,영업,제주특별자치도 제주시 구좌읍 행원리 1524,"제주특별자치도 제주시 구좌읍 해맞이해안로 508-1, 1~2층","조패자조개대패먹자 제주특별자치도 제주시 구좌읍 해맞이해안로 508-1, 1~2층",행원리 1524,"해맞이해안로 508-1,",126.801048082,33.555795931
71,우리가좋아하는것들,2023-02-21,영업,제주특별자치도 제주시 구좌읍 종달리 1866,"제주특별자치도 제주시 구좌읍 일주동로 3719, 1층","우리가좋아하는것들 제주특별자치도 제주시 구좌읍 일주동로 3719, 1층",종달리 1866,"일주동로 3719,",126.893931335,33.492810519
72,종달사거리,2023-03-27,영업,제주특별자치도 제주시 구좌읍 종달리 789,"제주특별자치도 제주시 구좌읍 종달논길 62-1, 1층","종달사거리 제주특별자치도 제주시 구좌읍 종달논길 62-1, 1층",종달리 789,"종달논길 62-1,",126.899251250,33.491503641
73,도연,2023-03-30,영업,제주특별자치도 제주시 구좌읍 세화리 1419,"제주특별자치도 제주시 구좌읍 구좌로 46, 1층","도연 제주특별자치도 제주시 구좌읍 구좌로 46, 1층",세화리 1419,"구좌로 46,",126.856290016,33.523136719
74,세화샌디,2023-02-13,영업,제주특별자치도 제주시 구좌읍 세화리 1476-5 2동,"제주특별자치도 제주시 구좌읍 해녀박물관길 33-2, 1층","세화샌디 제주특별자치도 제주시 구좌읍 해녀박물관길 33-2, 1층",세화리 1476-5,"해녀박물관길 33-2,",126.861917095,33.523874095
75,더슬로우,2021-07-19,영업,제주특별자치도 제주시 구좌읍 월정리 650,"제주특별자치도 제주시 구좌읍 해맞이해안로 430, 2층","더슬로우 제주특별자치도 제주시 구좌읍 해맞이해안로 430, 2층",월정리 650,"해맞이해안로 430,",126.794555524,33.558014278
76,장청림카페,2021-07-12,영업,제주특별자치도 제주시 구좌읍 세화리 1464-7,"제주특별자치도 제주시 구좌읍 세화5길 4, 1층","장청림카페 제주특별자치도 제주시 구좌읍 세화5길 4, 1층",세화리 1464-7,"세화5길 4,",126.856742397,33.523524089
77,제주랑,2021-08-02,영업,제주특별자치도 제주시 구좌읍 송당리 577-1,제주특별자치도 제주시 구좌읍 비자림로 1990,제주랑 제주특별자치도 제주시 구좌읍 비자림로 1990,송당리 577-1,비자림로 1990,126.786910071,33.482975241
78,하도댁흑돼지두루치기,2021-08-03,영업,제주특별자치도 제주시 구좌읍 세화리 1424-1,제주특별자치도 제주시 구좌읍 세화2길 9,하도댁흑돼지두루치기 제주특별자치도 제주시 구좌읍 세화2길 9,세화리 1424-1,세화2길 9,126.856004763,33.522779736
79,아스론가제주,2021-08-10,영업,제주특별자치도 제주시 구좌읍 하도리 3210-6,"제주특별자치도 제주시 구좌읍 면수길 26, 제2동 1층","아스론가제주 제주특별자치도 제주시 구좌읍 면수길 26, 제2동 1층",하도리 3210-6,"면수길 26,",126.866973958,33.523109157
80,리코쏠레,2021-07-21,영업,제주특별자치도 제주시 구좌읍 월정리 440,제주특별자치도 제주시 구좌읍 월정1길 54-10,리코쏠레 제주특별자치도 제주시 구좌읍 월정1길 54-10,월정리 440,월정1길 54-10,126.793095387,33.555798039
81,구좌월정세화리삼다수산,2021-08-17,영업,제주특별자치도 제주시 구좌읍 세화리 3648-2,"제주특별자치도 제주시 구좌읍 세평항로 16, 2호","구좌월정세화리삼다수산 제주특별자치도 제주시 구좌읍 세평항로 16, 2호",세화리 3648-2,"세평항로 16,",126.853864531,33.524884791
82,망고홀릭종달점,2021-08-05,영업,제주특별자치도 제주시 구좌읍 종달리 1094 제3동,"제주특별자치도 제주시 구좌읍 종달논길 18, 제3동 1층","망고홀릭종달점 제주특별자치도 제주시 구좌읍 종달논길 18, 제3동 1층",종달리 1094,"종달논길 18,",126.902580352,33.494412120
83,카페씨닉,2021-07-16,영업,제주특별자치도 제주시 구좌읍 월정리 670-5,"제주특별자치도 제주시 구좌읍 해맞이해안로 402, 1층","카페씨닉 제주특별자치도 제주시 구좌읍 해맞이해안로 402, 1층",월정리 670-5,"해맞이해안로 402,",126.792654436,33.559281301
84,쪼꼬뜨레,2021-09-13,영업,제주특별자치도 제주시 구좌읍 김녕리 1567-1,"제주특별자치도 제주시 구좌읍 김녕로11길 16, 1층","쪼꼬뜨레 제주특별자치도 제주시 구좌읍 김녕로11길 16, 1층",김녕리 1567-1,"김녕로11길 16,",126.749895954,33.555819727
85,경배네노리터,2023-01-17,영업,제주특별자치도 제주시 구좌읍 월정리 856,"제주특별자치도 제주시 구좌읍 일주동로 2393-64, 제1동 1층","경배네노리터 제주특별자치도 제주시 구좌읍 일주동로 2393-64, 제1동 1층",월정리 856,"일주동로 2393-64,",126.788242457,33.555644546
86,솝박,2022-12-15,영업,제주특별자치도 제주시 구좌읍 세화리 1239-1,"제주특별자치도 제주시 구좌읍 충렬로 5, 1층 제3호","솝박 제주특별자치도 제주시 구좌읍 충렬로 5, 1층 제3호",세화리 1239-1,"충렬로 5,",128.419442718,34.842346290
87,월정리흑돼지월고집,2022-12-05,영업,제주특별자치도 제주시 구좌읍 월정리 310-1,"제주특별자치도 제주시 구좌읍 월정1길 16-1, 1층","월정리흑돼지월고집 제주특별자치도 제주시 구좌읍 월정1길 16-1, 1층",월정리 310-1,"월정1길 16-1,",126.791001636,33.553307866
88,제주신도시,2022-12-08,영업,제주특별자치도 제주시 구좌읍 월정리 33,"제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1,2층 116호","제주신도시 제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1,2층 116호",월정리 33,"해맞이해안로 480-1,",126.798161213,33.554509606
89,평대장인의집,2022-11-28,영업,제주특별자치도 제주시 구좌읍 평대리 1938-1,"제주특별자치도 제주시 구좌읍 평대2길 29, 제1동 1층","평대장인의집 제주특별자치도 제주시 구좌읍 평대2길 29, 제1동 1층",평대리 1938-1,"평대2길 29,",126.838766648,33.533692069
90,총총,2022-11-18,영업,제주특별자치도 제주시 구좌읍 세화리 3645-2,"제주특별자치도 제주시 구좌읍 세평항로 28, 1층","총총 제주특별자치도 제주시 구좌읍 세평항로 28, 1층",세화리 3645-2,"세평항로 28,",126.854462864,33.525732339
91,그린커리프레젠트,2022-12-16,영업,제주특별자치도 제주시 구좌읍 김녕리 116-11,"제주특별자치도 제주시 구좌읍 일주동로 2251, 1층","그린커리프레젠트 제주특별자치도 제주시 구좌읍 일주동로 2251, 1층",김녕리 116-11,"일주동로 2251,",126.770925317,33.551109097
92,꼬리에꼬리를무는닭,2022-12-22,영업,제주특별자치도 제주시 구좌읍 송당리 1571-4,"제주특별자치도 제주시 구좌읍 비자림로 1820, 1층","꼬리에꼬리를무는닭 제주특별자치도 제주시 구좌읍 비자림로 1820, 1층",송당리 1571-4,"비자림로 1820,",126.776452073,33.470710921
93,오프더레코드제주,2022-11-16,영업,제주특별자치도 제주시 구좌읍 월정리 482-7,"제주특별자치도 제주시 구좌읍 월정3길 38, 1층","오프더레코드제주 제주특별자치도 제주시 구좌읍 월정3길 38, 1층",월정리 482-7,"월정3길 38,",126.793728450,33.554469843
94,아유,2022-12-14,영업,제주특별자치도 제주시 구좌읍 세화리 799-3,"제주특별자치도 제주시 구좌읍 세화합전2길 10-6, 제2동 1층","아유 제주특별자치도 제주시 구좌읍 세화합전2길 10-6, 제2동 1층",세화리 799-3,"세화합전2길 10-6,",126.858172756,33.513229255
95,공백,2021-05-25,영업,제주특별자치도 제주시 구좌읍 동복리 1568-1,"제주특별자치도 제주시 구좌읍 동복로 83, 1층 1호","공백 제주특별자치도 제주시 구좌읍 동복로 83, 1층 1호",동복리 1568-1,"동복로 83,",126.715045101,33.553638001
96,배고프면,2021-05-06,영업,제주특별자치도 제주시 구좌읍 행원리 1511-3,"제주특별자치도 제주시 구좌읍 해맞이해안로 518-38, 1층","배고프면 제주특별자치도 제주시 구좌읍 해맞이해안로 518-38, 1층",행원리 1511-3,"해맞이해안로 518-38,",126.802884305,33.557251352
97,이가돼지국밥,2021-05-06,영업,제주특별자치도 제주시 구좌읍 세화리 1452-18,"제주특별자치도 제주시 구좌읍 구좌로 39, 1층","이가돼지국밥 제주특별자치도 제주시 구좌읍 구좌로 39, 1층",세화리 1452-18,"구좌로 39,",126.855839728,33.523500719
98,월정오름,2021-06-14,영업,제주특별자치도 제주시 구좌읍 월정리 3,"제주특별자치도 제주시 구좌읍 해맞이해안로 466, 2층","월정오름 제주특별자치도 제주시 구좌읍 해맞이해안로 466, 2층",월정리 3,"해맞이해안로 466,",126.796539761,33.555432369
99,오소록헌디,2021-06-23,영업,제주특별자치도 제주시 구좌읍 한동리 1114-10,"제주특별자치도 제주시 구좌읍 한동로 39-1, 2층","오소록헌디 제주특별자치도 제주시 구좌읍 한동로 39-1, 2층",한동리 1114-10,"한동로 39-1,",126.824826835,33.536249450
100,오늘도화창,2021-06-23,영업,제주특별자치도 제주시 구좌읍 월정리 505,"제주특별자치도 제주시 구좌읍 월정5길 56, 1층","오늘도화창 제주특별자치도 제주시 구좌읍 월정5길 56, 1층",월정리 505,"월정5길 56,",126.794966460,33.555154007
101,화경앤금전대운,2021-06-28,영업,제주특별자치도 제주시 구좌읍 행원리 581-18,"제주특별자치도 제주시 구좌읍 해맞이해안로 607, 1층","화경앤금전대운 제주특별자치도 제주시 구좌읍 해맞이해안로 607, 1층",행원리 581-18,"해맞이해안로 607,",126.809442373,33.556444529
102,오늘하루,2021-05-17,영업,제주특별자치도 제주시 구좌읍 종달리 824-2,"제주특별자치도 제주시 구좌읍 종달로5길 36, 1동 1층","오늘하루 제주특별자치도 제주시 구좌읍 종달로5길 36, 1동 1층",종달리 824-2,"종달로5길 36,",126.899771100,33.493075817
103,돔베네국수씨,2021-05-13,영업,제주특별자치도 제주시 구좌읍 한동리 1291,"제주특별자치도 제주시 구좌읍 해맞이해안로 1034, 1층","돔베네국수씨 제주특별자치도 제주시 구좌읍 해맞이해안로 1034, 1층",한동리 1291,"해맞이해안로 1034,",126.831196896,33.539961206
104,덕분이네밥상청춘분식,2021-04-30,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층 6호","덕분이네밥상청춘분식 제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층 6호",김녕리 2540,"김녕로4길 30,",126.744138801,33.552628184
105,옥상술집,2021-04-30,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 3층","옥상술집 제주특별자치도 제주시 구좌읍 김녕로4길 30, 3층",김녕리 2540,"김녕로4길 30,",126.744138801,33.552628184
106,당근과해녀,2021-06-24,영업,제주특별자치도 제주시 구좌읍 평대리 2024-3,"제주특별자치도 제주시 구좌읍 평대5길 48-1, 가동 1층","당근과해녀 제주특별자치도 제주시 구좌읍 평대5길 48-1, 가동 1층",평대리 2024-3,"평대5길 48-1,",126.842343826,33.532925618
107,유코,2021-06-30,영업,제주특별자치도 제주시 구좌읍 행원리 1537-3,"제주특별자치도 제주시 구좌읍 행원로1길 33, 1층","유코 제주특별자치도 제주시 구좌읍 행원로1길 33, 1층",행원리 1537-3,"행원로1길 33,",126.799675144,33.554825705
108,퍼즈,2021-06-29,영업,제주특별자치도 제주시 구좌읍 종달리 624,"제주특별자치도 제주시 구좌읍 해맞이해안로 2498, 제1동 1층","퍼즈 제주특별자치도 제주시 구좌읍 해맞이해안로 2498, 제1동 1층",종달리 624,"해맞이해안로 2498,",126.901321929,33.484201089
109,렐레펑테러블,2021-06-24,영업,제주특별자치도 제주시 구좌읍 월정리 925,"제주특별자치도 제주시 구좌읍 월정1길 17, 2동 1층","렐레펑테러블 제주특별자치도 제주시 구좌읍 월정1길 17, 2동 1층",월정리 925,"월정1길 17,",126.788119079,35.011699703
110,메밀의고향,2021-06-18,영업,제주특별자치도 제주시 구좌읍 세화리 1248-1,"제주특별자치도 제주시 구좌읍 세화남1길 1, 1층","메밀의고향 제주특별자치도 제주시 구좌읍 세화남1길 1, 1층",세화리 1248-1,"세화남1길 1,",126.855825468,33.519236245
111,홍익인간,2021-06-08,영업,제주특별자치도 제주시 구좌읍 세화리 1421-3,"제주특별자치도 제주시 구좌읍 구좌로 42, 1층","홍익인간 제주특별자치도 제주시 구좌읍 구좌로 42, 1층",세화리 1421-3,"구좌로 42,",126.855872985,33.523272736
112,모닥모닥,2021-05-18,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층","모닥모닥 제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층",김녕리 2540,"김녕로4길 30,",126.744138801,33.552628184
113,강산,2021-06-15,영업,제주특별자치도 제주시 구좌읍 세화리 3643-11,"제주특별자치도 제주시 구좌읍 세화1길 34-1, 1층","강산 제주특별자치도 제주시 구좌읍 세화1길 34-1, 1층",세화리 3643-11,"세화1길 34-1,",126.855351147,33.526263539
114,픽미펍클럽,2021-06-01,영업,제주특별자치도 제주시 구좌읍 월정리 594,"제주특별자치도 제주시 구좌읍 월정1길 62-2, 2~4층","픽미펍클럽 제주특별자치도 제주시 구좌읍 월정1길 62-2, 2~4층",월정리 594,"월정1길 62-2,",126.793263110,33.556214363
115,제주해피자,2022-09-08,영업,제주특별자치도 제주시 구좌읍 한동리 1294,"제주특별자치도 제주시 구좌읍 해맞이해안로 1032, 2층","제주해피자 제주특별자치도 제주시 구좌읍 해맞이해안로 1032, 2층",한동리 1294,"해맞이해안로 1032,",126.830862776,33.540029940
116,움튼델리카테슨,2022-09-08,영업,제주특별자치도 제주시 구좌읍 세화리 1477-9,"제주특별자치도 제주시 구좌읍 세화7길 23-14, 나동 1층","움튼델리카테슨 제주특별자치도 제주시 구좌읍 세화7길 23-14, 나동 1층",세화리 1477-9,"세화7길 23-14,",126.860952697,33.524324806
117,라이프이즌트쿨,2022-09-08,영업,제주특별자치도 제주시 구좌읍 종달리 737,"제주특별자치도 제주시 구좌읍 종달동길 29-6, 1층","라이프이즌트쿨 제주특별자치도 제주시 구좌읍 종달동길 29-6, 1층",종달리 737,"종달동길 29-6,",126.903079928,33.491505488
118,틴더타운,2022-09-14,영업,제주특별자치도 제주시 구좌읍 행원리 1516,"제주특별자치도 제주시 구좌읍 해맞이해안로 520, 1층","틴더타운 제주특별자치도 제주시 구좌읍 해맞이해안로 520, 1층",행원리 1516,"해맞이해안로 520,",126.801318504,33.556659651
119,비비큐제주김녕점,2022-09-14,영업,제주특별자치도 제주시 구좌읍 김녕리 1710-2,"제주특별자치도 제주시 구좌읍 김녕로 102-1, 1층","비비큐제주김녕점 제주특별자치도 제주시 구좌읍 김녕로 102-1, 1층",김녕리 1710-2,"김녕로 102-1,",126.749007557,33.554080361
120,알리올레,2022-11-11,영업,제주특별자치도 제주시 구좌읍 송당리 1398-7,"제주특별자치도 제주시 구좌읍 중산간동로 2285, 가동 1층","알리올레 제주특별자치도 제주시 구좌읍 중산간동로 2285, 가동 1층",송당리 1398-7,"중산간동로 2285,",126.786990338,33.470907107
121,달빛우산,2022-09-20,영업,제주특별자치도 제주시 구좌읍 세화리 1424-4,"제주특별자치도 제주시 구좌읍 세화2길 11, 2층","달빛우산 제주특별자치도 제주시 구좌읍 세화2길 11, 2층",세화리 1424-4,"세화2길 11,",126.856137002,33.522567409
122,카페구할구제주,2022-09-20,영업,제주특별자치도 제주시 구좌읍 월정리 514,"제주특별자치도 제주시 구좌읍 월정5길 48-2, A~B동 1층","카페구할구제주 제주특별자치도 제주시 구좌읍 월정5길 48-2, A~B동 1층",월정리 514,"월정5길 48-2,",126.795066726,33.554457099
123,다락방,2022-09-07,영업,제주특별자치도 제주시 구좌읍 세화리 1-9,"제주특별자치도 제주시 구좌읍 세화7길 37, 3호","다락방 제주특별자치도 제주시 구좌읍 세화7길 37, 3호",세화리 1-9,"세화7길 37,",126.861692241,33.523135284
124,김녕식당,2022-11-09,영업,제주특별자치도 제주시 구좌읍 김녕리 1635-8,"제주특별자치도 제주시 구좌읍 김녕로11길 5-3, 1층","김녕식당 제주특별자치도 제주시 구좌읍 김녕로11길 5-3, 1층",김녕리 1635-8,"김녕로11길 5-3,",126.749315781,33.555018428
125,모니라이스,2022-09-02,영업,제주특별자치도 제주시 구좌읍 송당리 1375-4,"제주특별자치도 제주시 구좌읍 중산간동로 2260, 제2동 1층","모니라이스 제주특별자치도 제주시 구좌읍 중산간동로 2260, 제2동 1층",송당리 1375-4,"중산간동로 2260,",126.784184281,33.471301395
126,아늑월정함덕점,2022-10-26,영업,제주특별자치도 제주시 구좌읍 월정리 5-1,"제주특별자치도 제주시 구좌읍 해맞이해안로 470, 1층","아늑월정함덕점 제주특별자치도 제주시 구좌읍 해맞이해안로 470, 1층",월정리 5-1,"해맞이해안로 470,",126.796705122,33.555141001
127,마노아,2022-09-15,영업,제주특별자치도 제주시 구좌읍 하도리 1488-1,"제주특별자치도 제주시 구좌읍 문주란로 9, 1층","마노아 제주특별자치도 제주시 구좌읍 문주란로 9, 1층",하도리 1488-1,"문주란로 9,",126.883375574,33.518718083
128,제주이로리,2021-04-12,영업,제주특별자치도 제주시 구좌읍 평대리 606-1,"제주특별자치도 제주시 구좌읍 평대5길 41, 1층 2호","제주이로리 제주특별자치도 제주시 구좌읍 평대5길 41, 1층 2호",평대리 606-1,"평대5길 41,",126.842020683,33.532185616
129,키치니토키친,2021-03-08,영업,제주특별자치도 제주시 구좌읍 송당리 1387-17,"제주특별자치도 제주시 구좌읍 송당5길 18, 1층","키치니토키친 제주특별자치도 제주시 구좌읍 송당5길 18, 1층",송당리 1387-17,"송당5길 18,",126.785163757,33.473138888
130,조옹달리,2021-02-18,영업,제주특별자치도 제주시 구좌읍 종달리 486-9,"제주특별자치도 제주시 구좌읍 해맞이해안로 2290, 1층","조옹달리 제주특별자치도 제주시 구좌읍 해맞이해안로 2290, 1층",종달리 486-9,"해맞이해안로 2290,",126.909598214,33.496556564
131,돈밭,2021-02-17,영업,제주특별자치도 제주시 구좌읍 종달리 1077,"제주특별자치도 제주시 구좌읍 종달로1길 70, 1층","돈밭 제주특별자치도 제주시 구좌읍 종달로1길 70, 1층",종달리 1077,"종달로1길 70,",126.902848493,33.495406619
132,석양,2021-02-19,영업,제주특별자치도 제주시 구좌읍 하도리 2202,"제주특별자치도 제주시 구좌읍 하도1길 37, 1층","석양 제주특별자치도 제주시 구좌읍 하도1길 37, 1층",하도리 2202,"하도1길 37,",126.878992295,33.520761672
133,세화탐나는도새기,2021-04-14,영업,제주특별자치도 제주시 구좌읍 세화리 3645-7,"제주특별자치도 제주시 구좌읍 세평항로 22, 1층","세화탐나는도새기 제주특별자치도 제주시 구좌읍 세평항로 22, 1층",세화리 3645-7,"세평항로 22,",126.854084410,33.525257877
134,초밥공장,2021-03-18,영업,제주특별자치도 제주시 구좌읍 월정리 1896-13,"제주특별자치도 제주시 구좌읍 월정3길 7, 1층","초밥공장 제주특별자치도 제주시 구좌읍 월정3길 7, 1층",월정리 1896-13,"월정3길 7,",126.791539977,33.552481513
135,플로리디타,2021-03-18,영업,제주특별자치도 제주시 구좌읍 세화리 3642-2,"제주특별자치도 제주시 구좌읍 세화1길 39, 1층","플로리디타 제주특별자치도 제주시 구좌읍 세화1길 39, 1층",세화리 3642-2,"세화1길 39,",126.855425374,33.526916667
136,카페카약올레,2021-03-19,영업,제주특별자치도 제주시 구좌읍 월정리 1400-45,"제주특별자치도 제주시 구좌읍 월정서로 169, 1층","카페카약올레 제주특별자치도 제주시 구좌읍 월정서로 169, 1층",월정리 1400-45,"월정서로 169,",126.777946648,33.563241445
137,르바게트,2021-03-19,영업,제주특별자치도 제주시 구좌읍 월정리 348-3,"제주특별자치도 제주시 구좌읍 월정1길 30, 가동 1층","르바게트 제주특별자치도 제주시 구좌읍 월정1길 30, 가동 1층",월정리 348-3,"월정1길 30,",126.786814371,35.011035170
138,농부파스타집,2021-04-06,영업,제주특별자치도 제주시 구좌읍 행원리 1518-2,"제주특별자치도 제주시 구좌읍 해맞이해안로 518, 2층","농부파스타집 제주특별자치도 제주시 구좌읍 해맞이해안로 518, 2층",행원리 1518-2,"해맞이해안로 518,",126.801358350,33.556436557
139,오조파스타앤피자,2021-04-15,영업,제주특별자치도 제주시 구좌읍 상도리 471-58,"제주특별자치도 제주시 구좌읍 해녀박물관길 30, 1층","오조파스타앤피자 제주특별자치도 제주시 구좌읍 해녀박물관길 30, 1층",상도리 471-58,"해녀박물관길 30,",126.862580388,33.523656469
140,비자림휴게소,2021-04-21,영업,제주특별자치도 제주시 구좌읍 평대리 3164-1 비자림,"제주특별자치도 제주시 구좌읍 비자숲길 62, 비자림 1층","비자림휴게소 제주특별자치도 제주시 구좌읍 비자숲길 62, 비자림 1층",평대리 3164-1,"비자숲길 62,",126.810247556,33.491236432
141,흙소담,2021-03-17,영업,제주특별자치도 제주시 구좌읍 종달리 721,"제주특별자치도 제주시 구좌읍 해맞이해안로 2484, 1층 107호","흙소담 제주특별자치도 제주시 구좌읍 해맞이해안로 2484, 1층 107호",종달리 721,"해맞이해안로 2484,",126.901623541,33.485819627
142,조개모닥본점,2022-08-22,영업,제주특별자치도 제주시 구좌읍 종달리 452,제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30,조개모닥본점 제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30,종달리 452,해맞이해안로 2232-30,126.912114365,33.502375311
143,피크닉앤와인월정,2022-07-18,영업,제주특별자치도 제주시 구좌읍 월정리 482-7,"제주특별자치도 제주시 구좌읍 월정3길 38, 1층","피크닉앤와인월정 제주특별자치도 제주시 구좌읍 월정3길 38, 1층",월정리 482-7,"월정3길 38,",126.793728450,33.554469843
144,청량,2022-07-18,영업,제주특별자치도 제주시 구좌읍 세화리 1521-5,"제주특별자치도 제주시 구좌읍 구좌로 31, 1층","청량 제주특별자치도 제주시 구좌읍 구좌로 31, 1층",세화리 1521-5,"구좌로 31,",126.854849405,33.523636103
145,범뮤다,2022-07-21,영업,제주특별자치도 제주시 구좌읍 세화리 1477-15 세화팬션 숨비,"제주특별자치도 제주시 구좌읍 해맞이해안로 1460, 세화팬션 숨비 2층","범뮤다 제주특별자치도 제주시 구좌읍 해맞이해안로 1460, 세화팬션 숨비 2층",세화리 1477-15,"해맞이해안로 1460,",126.861285142,33.524290706
146,롯지먼트,2022-07-05,영업,제주특별자치도 제주시 구좌읍 김녕리 3676,"제주특별자치도 제주시 구좌읍 김녕로1길 23, 1층","롯지먼트 제주특별자치도 제주시 구좌읍 김녕로1길 23, 1층",김녕리 3676,"김녕로1길 23,",126.747434926,33.555760701
147,밤의테이블,2022-07-05,영업,제주특별자치도 제주시 구좌읍 세화리 1538-2,"제주특별자치도 제주시 구좌읍 구좌로 34, 1층","밤의테이블 제주특별자치도 제주시 구좌읍 구좌로 34, 1층",세화리 1538-2,"구좌로 34,",126.855016492,33.523317330
148,샤브마니아제주스카이워터쇼점,2022-07-06,영업,제주특별자치도 제주시 구좌읍 송당리 2764-1 제주아트랜드,"제주특별자치도 제주시 구좌읍 번영로 2172-80, 제주아트랜드 1층 3호","샤브마니아제주스카이워터쇼점 제주특별자치도 제주시 구좌읍 번영로 2172-80, 제주아트랜드 1층 3호",송당리 2764-1,"번영로 2172-80,",126.743049403,33.424106037
149,세화땡김,2022-07-07,영업,제주특별자치도 제주시 구좌읍 세화리 1538-10,"제주특별자치도 제주시 구좌읍 세화2길 2, 1층 제1호","세화땡김 제주특별자치도 제주시 구좌읍 세화2길 2, 1층 제1호",세화리 1538-10,"세화2길 2,",126.855370407,33.523307478
150,늘보의작업실,2022-07-11,영업,제주특별자치도 제주시 구좌읍 종달리 1029-1,"제주특별자치도 제주시 구좌읍 종달로1길 36-1, 1층","늘보의작업실 제주특별자치도 제주시 구좌읍 종달로1길 36-1, 1층",종달리 1029-1,"종달로1길 36-1,",126.899631233,33.495823276
151,세민,2022-08-01,영업,제주특별자치도 제주시 구좌읍 송당리 2764-1 제주아트랜드,"제주특별자치도 제주시 구좌읍 번영로 2172-80, 제주아트랜드 1층 1호","세민 제주특별자치도 제주시 구좌읍 번영로 2172-80, 제주아트랜드 1층 1호",송당리 2764-1,"번영로 2172-80,",126.743049403,33.424106037
152,다옵서제주구좌월정본점,2022-07-12,영업,제주특별자치도 제주시 구좌읍 월정리 560,"제주특별자치도 제주시 구좌읍 월정3길 53-17, 2층","다옵서제주구좌월정본점 제주특별자치도 제주시 구좌읍 월정3길 53-17, 2층",월정리 560,"월정3길 53-17,",126.794366689,33.556490161
153,사계절팟타이,2022-07-12,영업,제주특별자치도 제주시 구좌읍 세화리 1520-1,"제주특별자치도 제주시 구좌읍 구좌로 35, 1층","사계절팟타이 제주특별자치도 제주시 구좌읍 구좌로 35, 1층",세화리 1520-1,"구좌로 35,",126.855395300,33.523590767
154,송당퐁닭송당퐁당,2022-08-25,영업,제주특별자치도 제주시 구좌읍 송당리 1389-4,"제주특별자치도 제주시 구좌읍 중산간동로 2281-3, 나호","송당퐁닭송당퐁당 제주특별자치도 제주시 구좌읍 중산간동로 2281-3, 나호",송당리 1389-4,"중산간동로 2281-3,",126.786435776,33.471698929
155,제주흑돈도리,2022-08-17,영업,제주특별자치도 제주시 구좌읍 세화리 1368,"제주특별자치도 제주시 구좌읍 구좌로 91, 1층 104호","제주흑돈도리 제주특별자치도 제주시 구좌읍 구좌로 91, 1층 104호",세화리 1368,"구좌로 91,",126.860029302,33.521213284
156,평대반점,2022-08-12,영업,제주특별자치도 제주시 구좌읍 평대리 2031-35,"제주특별자치도 제주시 구좌읍 해맞이해안로 1140, 1층","평대반점 제주특별자치도 제주시 구좌읍 해맞이해안로 1140, 1층",평대리 2031-35,"해맞이해안로 1140,",126.840233718,33.536725733
157,릴로앤떼오,2022-08-09,영업,제주특별자치도 제주시 구좌읍 하도리 53-39,제주특별자치도 제주시 구좌읍 하도13길 63,릴로앤떼오 제주특별자치도 제주시 구좌읍 하도13길 63,하도리 53-39,하도13길 63,126.892907718,33.510858490
158,깅이와바당,2021-01-12,영업,제주특별자치도 제주시 구좌읍 평대리 584-1,"제주특별자치도 제주시 구좌읍 평대7길 34, 1,2층","깅이와바당 제주특별자치도 제주시 구좌읍 평대7길 34, 1,2층",평대리 584-1,"평대7길 34,",0,0
159,행원별당,2021-01-05,영업,제주특별자치도 제주시 구좌읍 행원리 1484,"제주특별자치도 제주시 구좌읍 행원로7길 23-12, 1층","행원별당 제주특별자치도 제주시 구좌읍 행원로7길 23-12, 1층",행원리 1484,"행원로7길 23-12,",126.806543120,33.556297812
160,제주로움,2021-01-04,영업,제주특별자치도 제주시 구좌읍 월정리 278,"제주특별자치도 제주시 구좌읍 월정3길 14, 2층","제주로움 제주특별자치도 제주시 구좌읍 월정3길 14, 2층",월정리 278,"월정3길 14,",126.792235481,33.552687280
161,월정리곳간,2021-01-27,영업,제주특별자치도 제주시 구좌읍 행원리 1482,"제주특별자치도 제주시 구좌읍 해맞이해안로 584-2, 1층","월정리곳간 제주특별자치도 제주시 구좌읍 해맞이해안로 584-2, 1층",행원리 1482,"해맞이해안로 584-2,",126.806841938,33.556278685
162,부가네얼큰이구좌세화점,2021-01-06,영업,제주특별자치도 제주시 구좌읍 평대리 151-5,제주특별자치도 제주시 구좌읍 구좌로 8,부가네얼큰이구좌세화점 제주특별자치도 제주시 구좌읍 구좌로 8,평대리 151-5,구좌로 8,126.852136765,33.523382714
163,빗소리,2021-02-08,영업,제주특별자치도 제주시 구좌읍 김녕리 1207-1,"제주특별자치도 제주시 구좌읍 김녕로 151, 1층","빗소리 제주특별자치도 제주시 구좌읍 김녕로 151, 1층",김녕리 1207-1,"김녕로 151,",126.753956125,33.555671304
