store_name,date,visits
금갈치식당,2021-08-07,1
금갈치식당,2021-08-14,1
금갈치식당,2021-08-28,2
금갈치식당,2021-09-11,2
금갈치식당,2021-11-13,1
금갈치식당,2021-12-25,2
디다이닝,2020-05-09,1
디다이닝,2021-03-27,1
디다이닝,2021-04-03,1
디다이닝,2021-07-03,1
함덕중국집,2021-05-01,1
에오마르,2021-06-19,1
에오마르,2021-09-04,1
에오마르,2021-09-11,1
에오마르,2021-11-06,1
임성교자,2020-01-04,1
임성교자,2020-09-19,1
임성교자,2020-10-03,1
임성교자,2020-10-24,1
임성교자,2021-05-22,1
임성교자,2021-08-28,1
임성교자,2021-09-18,1
아름푸드체인,2021-02-20,1
아름푸드체인,2021-04-24,1
아름푸드체인,2021-05-15,1
아름푸드체인,2021-06-05,1
길동무,2020-04-25,1
길동무,2020-10-24,1
길동무,2021-10-23,2
키링푸드비상식탁,2021-07-10,1
키링푸드비상식탁,2021-07-17,2
키링푸드비상식탁,2021-08-14,1
키링푸드비상식탁,2021-08-21,1
키링푸드비상식탁,2021-11-27,1
우아한갈비탕,2020-05-30,1
우아한갈비탕,2020-07-04,1
우아한갈비탕,2020-08-08,1
우아한갈비탕,2020-10-24,1
우아한갈비탕,2020-11-14,1
우아한갈비탕,2020-12-19,1
우아한갈비탕,2021-02-06,2
우아한갈비탕,2021-04-10,1
우아한갈비탕,2021-06-19,1
우아한갈비탕,2021-08-21,1
2앤6카페앤스테이,2020-08-29,1
제이의쉐프,2021-10-16,1
테네시테이블,2021-02-06,1
테네시테이블,2021-07-17,1
옵서예,2020-03-28,1
옵서예,2021-10-16,1
옵서예,2021-10-30,1
푸라닭제주일도점,2021-11-13,1
오늘무지개,2021-09-04,1
오늘무지개,2021-10-02,1
오늘무지개,2021-10-09,1
민속감자탕별관,2020-05-30,1
민속감자탕별관,2021-02-06,1
제주돈아본점,2021-06-26,1
함닭,2020-03-21,1
함닭,2021-07-03,1
함닭,2021-07-17,1
함닭,2021-08-14,1
밀면맛있는집,2020-09-05,1
밀면맛있는집,2021-02-20,1
밀면맛있는집,2021-03-27,1
조천고깃간,2020-12-19,1
조천고깃간,2021-02-27,1
조천고깃간,2021-04-17,1
이츠커피,2021-07-03,1
산지물식당,2020-08-22,1
산지물식당,2020-10-17,2
산지물식당,2021-03-27,2
산지물식당,2021-05-01,1
산지물식당,2021-05-22,1
에스지스크린골프일도점,2020-04-18,1
색깔,2020-05-16,1
돈치킨서부점,2021-04-24,2
돈치킨서부점,2021-10-02,1
돈치킨서부점,2021-10-09,1
제즐낚,2020-05-02,1
정다운집,2021-03-13,1
정다운집,2021-05-15,2
함덕스크린골프,2020-09-26,1
함덕스크린골프,2020-11-14,1
함덕스크린골프,2020-11-21,1
함덕스크린골프,2021-04-10,1
함덕스크린골프,2021-06-26,1
함덕스크린골프,2021-11-20,1
제주돌창고,2020-08-08,2
제주돌창고,2020-11-07,1
제주돌창고,2021-05-08,1
밥정,2020-05-30,1
브라운타임,2021-04-10,1
뒤뜰에한우,2020-07-25,1
뒤뜰에한우,2020-09-12,1
뒤뜰에한우,2021-04-03,1
뒤뜰에한우,2021-05-01,1
별미해장국본점,2020-07-18,1
별미해장국본점,2020-09-26,1
별미해장국본점,2020-10-10,1
별미해장국본점,2020-11-07,1
별미해장국본점,2021-03-27,1
별미해장국본점,2021-05-01,1
별미해장국본점,2021-08-07,1
별미해장국본점,2021-09-04,1
별미해장국본점,2021-09-25,1
골프존영스크린연북로점,2021-04-17,1
오쿠다공항점,2020-08-22,1
오쿠다공항점,2021-05-15,1
오쿠다공항점,2021-08-21,1
오쿠다공항점,2021-10-09,1
오쿠다공항점,2021-10-16,1
오쿠다공항점,2021-11-06,1
오쿠다공항점,2021-11-13,1
싸움의고수제주시청점,2021-10-30,1
김녕오라이,2020-01-25,1
김녕오라이,2020-03-07,1
김녕오라이,2020-04-25,1
김녕오라이,2020-07-18,1
김녕오라이,2020-08-08,1
김녕오라이,2020-11-07,1
김녕오라이,2020-12-19,1
김녕오라이,2021-02-20,1
김녕오라이,2021-04-10,2
김녕오라이,2021-04-24,1
김녕오라이,2021-06-19,1
김녕오라이,2021-09-25,1
김녕오라이,2021-12-11,1
정성식당,2021-03-13,1
돈주는빠식이,2020-05-23,1
돈주는빠식이,2020-08-01,1
돈주는빠식이,2020-10-03,1
돈주는빠식이,2020-11-28,1
돈주는빠식이,2021-03-13,1
돈주는빠식이,2021-04-03,2
돈주는빠식이,2021-08-07,1
돈주는빠식이,2021-08-14,1
돈주는빠식이,2021-09-18,1
돈주는빠식이,2021-10-30,1
세화마을협동조합,2020-04-25,1
세화마을협동조합,2021-04-10,1
세화마을협동조합,2021-05-15,1
런던아이,2021-07-03,1
오늘와인한잔제주노형점,2020-07-11,1
오늘와인한잔제주노형점,2020-10-31,1
오늘와인한잔제주노형점,2021-11-13,1
무판,2020-05-23,1
골프존파크타이틀연북로점,2021-10-23,1
레브,2020-03-07,1
붉은동백,2020-01-04,2
붉은동백,2020-05-09,2
붉은동백,2020-05-23,1
붉은동백,2020-07-04,1
붉은동백,2020-08-22,1
붉은동백,2020-12-19,1
붉은동백,2021-04-10,1
가야밀면돼지국밥,2020-11-28,1
가야밀면돼지국밥,2021-06-26,1
가야밀면돼지국밥,2021-07-24,1
가야밀면돼지국밥,2021-09-04,1
가야밀면돼지국밥,2021-09-11,1
가야밀면돼지국밥,2021-10-09,2
가야밀면돼지국밥,2021-10-23,1
가야밀면돼지국밥,2021-12-04,1
시작카페,2021-05-08,1
유한회사 포터블,2021-05-22,1
도토리키친본점,2020-07-25,1
도토리키친본점,2020-08-22,1
도토리키친본점,2020-10-03,1
도토리키친본점,2020-11-14,1
도토리키친본점,2020-11-21,1
도토리키친본점,2020-11-28,1
도토리키친본점,2021-02-27,1
도토리키친본점,2021-03-06,1
도토리키친본점,2021-03-13,1
도토리키친본점,2021-03-27,1
도토리키친본점,2021-04-10,1
도토리키친본점,2021-04-17,2
도토리키친본점,2021-04-24,3
도토리키친본점,2021-05-15,3
도토리키친본점,2021-07-10,1
도토리키친본점,2021-09-04,1
도토리키친본점,2021-09-11,1
도토리키친본점,2021-09-18,1
도토리키친본점,2021-10-09,1
도토리키친본점,2021-10-30,1
도토리키친본점,2021-11-13,1
도토리키친본점,2021-12-04,1
꾸브라꼬숯불두마리치킨신제주점,2021-03-06,1
헬레네감사헌느,2020-08-22,1
헬레네감사헌느,2020-10-24,1
헬레네감사헌느,2021-06-26,1
헬레네감사헌느,2021-09-11,1
공육사노트,2020-07-18,1
공육사노트,2020-10-10,1
공육사노트,2020-10-31,1
공육사노트,2021-05-15,1
가마치통닭노형점,2020-09-05,1
가마치통닭노형점,2020-10-10,2
가마치통닭노형점,2020-12-19,2
가마치통닭노형점,2021-03-06,1
가마치통닭노형점,2021-08-07,1
가마치통닭노형점,2021-10-16,1
고죽면제주함덕점,2020-05-23,1
고죽면제주함덕점,2020-08-01,1
고죽면제주함덕점,2020-10-03,1
고죽면제주함덕점,2020-11-28,1
고죽면제주함덕점,2021-03-13,1
고죽면제주함덕점,2021-04-03,2
고죽면제주함덕점,2021-08-07,1
고죽면제주함덕점,2021-08-14,1
고죽면제주함덕점,2021-09-18,1
고죽면제주함덕점,2021-10-30,1
타코인제주노형점,2020-03-21,1
타코인제주노형점,2020-11-28,1
타코인제주노형점,2021-03-06,1
카페연대,2020-10-24,1
카페연대,2021-06-19,1
카페연대,2021-07-17,1
피자탑외도하귀점,2021-03-27,1
해미가,2020-01-11,1
해미가,2020-08-08,2
해미가,2020-11-07,1
해미가,2020-11-28,1
해미가,2021-03-06,1
해미가,2021-04-03,1
해미가,2021-04-17,1
해미가,2021-04-24,1
해미가,2021-06-26,3
해미가,2021-10-23,1
해미가,2021-10-30,1
해미가,2021-11-06,1
해미가,2021-11-20,1
해미가,2021-11-27,1
부침개,2021-09-18,1
부침개,2021-12-11,1
금능길,2020-04-25,1
금능길,2021-08-07,1
원조우향해장국,2020-03-28,1
원조우향해장국,2020-05-09,1
원조우향해장국,2020-10-03,1
원조우향해장국,2021-02-27,1
원조우향해장국,2021-05-15,1
흑돼지,2020-05-23,1
흑돼지,2020-07-04,1
흑돼지,2020-10-03,1
흑돼지,2020-12-12,3
흑돼지,2020-12-13,1
흑돼지,2021-02-20,1
흑돼지,2021-04-03,1
흑돼지,2021-06-05,1
흑돼지,2021-08-21,1
흑돼지,2021-09-11,1
흑돼지,2021-10-02,1
오시나국수,2020-10-17,1
숨어있는집함덕펜션,2021-08-14,1
시나르,2021-07-24,1
블루피쉬마켓,2021-10-09,1
포메인제주노형점,2020-07-11,1
포메인제주노형점,2020-10-03,1
포메인제주노형점,2021-07-03,1
도향,2020-04-11,1
도향,2020-04-18,1
도향,2020-05-16,1
도향,2020-07-18,1
도향,2020-08-01,1
도향,2020-08-08,1
도향,2020-09-05,1
도향,2020-10-03,1
도향,2020-10-10,1
도향,2020-11-07,1
도향,2021-03-20,1
도향,2021-04-17,1
도향,2021-05-08,1
도향,2021-05-22,1
도향,2021-06-05,1
도향,2021-07-03,2
도향,2021-08-14,1
도향,2021-08-21,1
도향,2021-09-04,1
도향,2021-09-11,2
도향,2021-10-02,1
동백낭식당,2020-08-22,1
동백낭식당,2020-10-17,1
동백낭식당,2021-04-24,1
동백낭식당,2021-07-03,1
동백낭식당,2021-09-11,1
동백낭식당,2021-11-20,1
동백낭식당,2021-12-04,2
깨비랑,2020-10-31,1
썸머스노우,2021-10-30,1
노블레스,2021-10-16,2
보편적인노래,2020-03-14,1
보편적인노래,2020-04-04,1
보편적인노래,2020-05-16,1
보편적인노래,2020-10-03,1
보편적인노래,2020-11-07,1
보편적인노래,2021-03-13,1
보편적인노래,2021-05-22,1
보편적인노래,2021-08-28,1
교촌치킨 용담삼도점,2020-05-09,1
교촌치킨 용담삼도점,2021-08-21,1
미식당,2020-10-24,1
명빈중화요리,2020-10-17,1
용두암해녀촌,2020-08-29,1
용두암해녀촌,2021-04-24,1
용두암해녀촌,2021-06-26,1
용두암해녀촌,2021-08-14,1
제주귀덕골방,2020-10-03,1
제주귀덕골방,2021-04-10,1
제주귀덕골방,2021-10-02,1
제주귀덕골방,2021-11-20,1
제주귀덕골방,2021-12-18,1
왕돈까스와밀면,2021-02-06,1
루스트플레이스봉개점,2021-05-01,1
루스트플레이스봉개점,2021-06-26,1
샐러드바스켓연동점,2020-08-08,1
샐러드바스켓연동점,2021-08-21,1
서피플,2020-04-18,1
서피플,2020-08-01,1
서피플,2020-08-22,1
서피플,2021-06-19,1
서피플,2021-07-24,1
뉴제주,2021-03-06,1
황금손가락삼화점,2020-09-19,1
황금손가락삼화점,2021-09-11,1
시간여행,2020-03-14,1
시간여행,2020-05-16,1
시간여행,2020-05-23,1
시간여행,2020-05-30,1
시간여행,2020-08-01,1
시간여행,2020-08-08,1
시간여행,2020-12-12,2
시간여행,2021-03-13,2
시간여행,2021-04-24,1
시간여행,2021-05-08,3
시간여행,2021-06-05,1
시간여행,2021-08-07,2
시간여행,2021-09-11,2
시간여행,2021-09-18,1
시간여행,2021-10-02,2
시간여행,2021-11-13,1
도도름,2020-01-04,1
도도름,2020-04-04,1
빌라드돌핀,2021-06-05,1
빌라드돌핀,2021-07-03,1
제주미소,2021-03-13,1
제주미소,2021-04-24,1
난춘식당,2020-07-11,1
난춘식당,2021-05-15,1
플러키,2020-05-30,1
도누케이크하우스,2020-07-11,1
도누케이크하우스,2020-07-25,1
도누케이크하우스,2020-08-01,1
도누케이크하우스,2020-08-08,1
도누케이크하우스,2020-09-12,1
도누케이크하우스,2020-11-21,1
도누케이크하우스,2020-12-12,1
도누케이크하우스,2021-02-06,1
도누케이크하우스,2021-03-13,2
도누케이크하우스,2021-04-17,1
도누케이크하우스,2021-07-24,1
별돈별협재해변점,2020-07-11,1
별돈별협재해변점,2020-07-25,1
별돈별협재해변점,2020-08-01,1
별돈별협재해변점,2020-08-08,1
별돈별협재해변점,2020-09-12,1
별돈별협재해변점,2020-11-21,1
별돈별협재해변점,2020-12-12,1
별돈별협재해변점,2021-02-06,1
별돈별협재해변점,2021-03-13,2
별돈별협재해변점,2021-04-17,1
별돈별협재해변점,2021-07-24,1
곰솔해장국,2020-03-28,1
곰솔해장국,2020-05-23,1
비오,2021-10-30,1
월정포차,2020-04-04,1
월정포차,2020-08-22,1
월정포차,2021-02-20,1
월정포차,2021-04-03,1
월정포차,2021-04-24,1
월정포차,2021-07-03,1
월정포차,2021-07-17,1
월정포차,2021-10-02,1
월정포차,2021-12-04,1
모드니,2021-04-17,1
모드니,2021-05-01,1
카페메콩스카이,2020-10-17,1
카페메콩스카이,2021-04-17,1
카페메콩스카이,2021-11-13,1
블랙씨걸2호점,2020-05-02,1
블랙씨걸2호점,2020-10-17,1
블랙씨걸2호점,2020-11-14,1
블랙씨걸2호점,2021-04-03,1
블랙씨걸2호점,2021-05-15,1
블랙씨걸2호점,2021-08-14,1
세렌디피아,2021-07-24,1
황가,2020-04-25,1
비바리순댓국본점,2020-10-10,1
비바리순댓국본점,2020-10-17,1
비바리순댓국본점,2021-03-27,2
비바리순댓국본점,2021-05-22,1
비바리순댓국본점,2021-06-19,1
비바리순댓국본점,2021-08-07,1
비바리순댓국본점,2021-08-21,1
비바리순댓국본점,2021-10-02,2
심심포차,2021-10-02,1
샐러디아노형점,2021-10-02,1
청춘다방,2020-01-11,1
청춘다방,2020-03-07,1
청춘다방,2020-03-14,1
청춘다방,2020-07-25,1
청춘다방,2020-08-01,1
청춘다방,2020-09-12,1
청춘다방,2020-10-31,2
청춘다방,2020-11-07,1
청춘다방,2020-12-19,1
청춘다방,2021-04-17,1
청춘다방,2021-06-05,1
청춘다방,2021-12-11,1
일만족발제주점,2020-07-04,1
아이리스카페앤비어,2020-07-18,1
아이리스카페앤비어,2020-10-17,1
아이리스카페앤비어,2020-10-31,1
아이리스카페앤비어,2020-11-14,1
아이리스카페앤비어,2021-03-13,1
아이리스카페앤비어,2021-04-10,1
서바다한우정육식당,2021-06-05,1
뉴욕버거제주연동점,2020-01-25,1
뉴욕버거제주연동점,2021-04-11,1
뉴욕버거제주연동점,2021-07-24,1
뉴욕버거제주연동점,2021-09-18,1
뉴욕버거제주연동점,2021-11-06,1
선물고팡함덕점,2021-04-24,1
선물고팡함덕점,2021-10-23,1
다담찌개,2020-08-22,1
옥상닭빛,2020-11-28,1
옥상닭빛,2020-12-19,1
옥상닭빛,2021-03-06,1
옥상닭빛,2021-04-03,1
옥상닭빛,2021-05-22,1
옥상닭빛,2021-06-05,1
옥상닭빛,2021-08-28,1
옥상닭빛,2021-10-09,1
옥상닭빛,2021-11-06,1
갤러리청귤,2020-07-04,1
바다사무소,2020-01-04,1
바다사무소,2020-04-04,1
바다사무소,2021-02-27,1
바다사무소,2021-04-03,2
바다사무소,2021-10-02,1
전복마을,2021-05-01,1
전복마을,2021-06-05,1
전복마을,2021-08-14,1
플로티에가든,2020-07-04,1
플로티에가든,2020-11-14,1
플로티에가든,2021-05-15,1
플로티에가든,2021-07-10,1
플로티에가든,2021-08-07,1
플로티에가든,2021-08-28,1
플로티에가든,2021-09-11,1
플로티에가든,2021-11-20,1
제주별찌,2021-04-17,1
제주별찌,2021-07-17,1
제주별찌,2021-09-18,1
고기역,2020-12-12,1
삼무로가맥집,2020-07-18,1
삼무로가맥집,2021-05-01,1
삼무로가맥집,2021-09-05,1
삼무로가맥집,2021-11-13,1
삼무로가맥집,2021-11-20,1
첀씬마라탕,2020-12-12,1
첀씬마라탕,2021-10-09,1
해피치즈스마일제주시점,2020-12-12,1
다솜,2020-07-11,1
마레보비치호텔,2020-01-18,2
마레보비치호텔,2020-03-07,2
마레보비치호텔,2020-03-21,1
마레보비치호텔,2020-04-18,2
마레보비치호텔,2020-05-02,1
마레보비치호텔,2020-05-16,1
마레보비치호텔,2020-05-23,1
마레보비치호텔,2020-07-11,1
마레보비치호텔,2020-09-12,1
마레보비치호텔,2020-09-19,1
마레보비치호텔,2020-10-17,2
마레보비치호텔,2020-11-14,2
마레보비치호텔,2021-04-17,1
마레보비치호텔,2021-04-24,1
마레보비치호텔,2021-05-22,2
마레보비치호텔,2021-06-19,1
마레보비치호텔,2021-07-10,1
마레보비치호텔,2021-08-07,1
마레보비치호텔,2021-08-14,2
마레보비치호텔,2021-09-04,1
마레보비치호텔,2021-10-16,1
마레보비치호텔,2021-10-23,1
마레보비치호텔,2021-11-13,1
마레보비치호텔,2021-12-04,1
마레보비치호텔,2021-12-11,1
대왕가마솥치킨노형점,2021-04-18,1
안,2020-04-04,1
듬삭한,2021-04-03,1
듬삭한,2021-04-10,1
듬삭한,2021-08-14,2
듬삭한,2021-10-16,1
듬삭한,2021-12-04,1
꼬치의품격,2020-03-08,1
밥먹다,2020-11-07,1
밥먹다,2020-11-14,1
밥먹다,2021-05-22,1
카페41번가,2021-03-27,1
재주,2020-04-18,1
재주,2021-08-14,1
제주의계절,2020-10-24,1
제주의계절,2021-12-04,1
제주의계절,2021-12-18,1
한라바이오팜,2020-05-16,2
한라바이오팜,2020-05-23,1
비스트로피자구제주점,2020-11-07,1
허가네김치찜,2020-03-14,1
허가네김치찜,2020-04-25,1
허가네김치찜,2020-09-26,1
허가네김치찜,2020-12-12,1
허가네김치찜,2021-02-06,1
허가네김치찜,2021-08-14,1
허가네김치찜,2021-12-05,1
모모토세,2021-06-05,1
삼합소,2021-08-28,1
풍경,2020-01-25,2
풍경,2020-08-08,1
풍경,2020-11-21,1
풍경,2020-12-12,1
풍경,2021-02-20,1
풍경,2021-03-13,1
풍경,2021-03-27,1
풍경,2021-06-05,1
풍경,2021-07-17,1
풍경,2021-08-07,1
풍경,2021-10-30,1
풍경,2021-11-20,1
경양카츠제주점,2021-02-06,1
도도름한우와흑돈,2020-01-04,1
도도름한우와흑돈,2020-04-04,1
광부맥주,2020-07-18,1
마노,2021-06-26,2
마노,2021-08-14,1
마노,2021-08-21,1
마노,2021-09-11,1
마노,2021-11-20,1
엔폴리우드,2021-04-24,1
엔폴리우드,2021-10-23,1
인수네정육식당,2020-01-18,1
인수네정육식당,2020-03-21,1
인수네정육식당,2020-08-01,1
인수네정육식당,2020-08-22,2
인수네정육식당,2020-10-03,1
인수네정육식당,2021-03-06,1
인수네정육식당,2021-04-24,1
인수네정육식당,2021-05-01,1
인수네정육식당,2021-05-08,1
인수네정육식당,2021-05-15,1
인수네정육식당,2021-05-16,1
인수네정육식당,2021-06-05,1
인수네정육식당,2021-07-24,1
인수네정육식당,2021-08-07,2
가시어멍김밥,2021-07-10,1
전설의짬뽕동문로점,2021-06-19,1
북촌손만두외도점,2020-07-25,1
북촌손만두외도점,2020-11-28,1
북촌손만두외도점,2021-07-24,1
나는강정같은치킨입니다이도점,2020-11-14,1
나는강정같은치킨입니다이도점,2021-02-20,1
에이치푸드,2020-11-14,1
에이치푸드,2021-02-20,1
딜리버리패밀리,2021-05-15,1
넥스트도어,2021-07-17,1
프롬더아일랜드,2021-03-13,1
프롬더아일랜드,2021-04-17,1
프롬더아일랜드,2021-10-02,1
프롬더아일랜드,2021-11-13,1
프롬더아일랜드,2021-12-11,2
강릉수제버거,2021-08-07,1
달소금식탁,2020-04-04,1
달소금식탁,2020-09-12,1
달소금식탁,2021-11-20,1
피자픽노형점,2021-03-06,1
우도횟집,2020-05-02,1
우도횟집,2020-05-30,1
우도횟집,2020-07-11,1
우도횟집,2020-08-22,2
우도횟집,2020-09-05,1
우도횟집,2020-09-19,1
우도횟집,2020-10-10,1
우도횟집,2020-10-24,1
우도횟집,2020-11-21,1
우도횟집,2020-12-12,2
우도횟집,2021-02-27,3
우도횟집,2021-04-10,1
우도횟집,2021-04-17,1
우도횟집,2021-06-19,1
우도횟집,2021-07-03,1
우도횟집,2021-08-14,1
우도횟집,2021-11-13,1
우도횟집,2021-12-11,1
용기,2020-01-18,2
용기,2020-04-18,1
용기,2020-05-09,1
용기,2020-05-16,1
용기,2020-05-23,1
용기,2020-07-18,1
용기,2020-09-05,1
용기,2020-09-12,1
용기,2020-09-19,1
용기,2020-10-03,1
용기,2020-10-10,1
용기,2020-11-21,1
용기,2021-02-20,2
용기,2021-02-27,2
용기,2021-03-06,1
용기,2021-03-13,1
용기,2021-03-27,1
용기,2021-04-03,1
용기,2021-04-10,1
용기,2021-04-24,1
용기,2021-05-01,2
용기,2021-05-08,3
용기,2021-07-03,1
용기,2021-07-10,1
용기,2021-08-07,1
용기,2021-08-14,3
용기,2021-08-21,1
용기,2021-10-16,2
용기,2021-11-06,1
용기,2021-12-04,1
용기,2021-12-11,2
탐나제과,2020-03-14,1
탐나제과,2021-04-03,1
옛날아우내순대한림점,2021-02-06,1
모이라,2020-01-04,1
모이라,2020-04-11,1
모이라,2020-04-18,1
모이라,2020-05-23,1
모이라,2020-07-18,1
모이라,2020-09-12,1
모이라,2020-09-19,1
모이라,2020-10-10,1
모이라,2020-10-17,1
모이라,2021-02-06,1
모이라,2021-02-20,1
모이라,2021-04-03,1
모이라,2021-08-07,1
모이라,2021-09-04,1
모이라,2021-09-05,1
모이라,2021-09-18,1
모이라,2021-11-06,1
모이라,2021-11-13,1
모이라,2021-11-20,1
모이라,2021-11-27,1
바다애,2021-03-06,1
바다애,2021-11-20,1
소못,2020-11-14,2
소못,2021-03-27,1
소못,2021-04-03,1
소못,2021-04-17,1
소못,2021-05-15,1
소못,2021-07-17,2
소못,2021-10-02,1
소못,2021-10-23,1
소못,2021-11-20,1
바다를바라보면,2021-02-27,1
바다를바라보면,2021-03-27,1
바다를바라보면,2021-05-22,1
바다를바라보면,2021-08-21,1
바다를바라보면,2021-10-30,1
바다를바라보면,2021-11-06,1
올레집,2020-05-30,1
올레집,2021-03-27,1
올레집,2021-05-15,2
노형엔횟집,2020-05-09,1
노형엔횟집,2020-08-08,1
노형엔횟집,2021-03-27,1
하귀스크린포차,2020-08-22,1
백스비어제주노형점,2020-12-19,1
우도한끼,2021-06-05,1
이송옥,2020-01-18,1
이송옥,2020-01-25,1
이송옥,2020-03-14,1
이송옥,2020-12-12,1
이송옥,2021-02-27,1
이송옥,2021-04-10,1
이송옥,2021-05-01,1
이송옥,2021-12-04,1
아지트만남의장소,2021-11-27,1
본날,2020-01-04,1
본날,2020-01-11,1
본날,2020-01-18,1
본날,2020-03-14,1
본날,2020-03-21,2
본날,2020-04-04,1
본날,2020-04-18,3
본날,2020-04-25,1
본날,2020-05-09,1
본날,2020-05-16,1
본날,2020-05-23,2
본날,2020-05-30,3
본날,2020-07-11,2
본날,2020-07-18,4
본날,2020-07-25,1
본날,2020-08-01,3
본날,2020-08-08,6
본날,2020-08-22,3
본날,2020-09-05,1
본날,2020-09-12,1
본날,2020-09-19,1
본날,2020-10-17,1
본날,2020-10-24,1
본날,2020-10-31,1
본날,2020-11-07,1
본날,2020-11-14,1
본날,2020-11-21,1
본날,2021-02-06,1
본날,2021-02-20,3
본날,2021-03-06,8
본날,2021-03-13,2
본날,2021-03-27,1
본날,2021-04-17,1
본날,2021-05-01,5
본날,2021-05-15,1
본날,2021-06-05,3
본날,2021-06-19,2
본날,2021-07-03,1
본날,2021-07-10,2
본날,2021-08-07,1
본날,2021-08-14,2
본날,2021-08-21,1
본날,2021-08-28,4
본날,2021-09-04,1
본날,2021-09-11,1
본날,2021-09-18,3
본날,2021-10-16,4
본날,2021-10-23,3
본날,2021-10-30,3
본날,2021-11-06,4
본날,2021-11-20,1
본날,2021-12-04,2
본날,2021-12-11,1
본날,2021-12-18,3
깅코,2020-03-21,1
깅코,2020-09-19,1
깅코,2020-10-10,1
비원당구카페,2020-04-04,1
비원당구카페,2020-10-10,1
올레제주축산정육식당,2021-04-10,1
올레제주축산정육식당,2021-06-19,1
조선화로집제주연북로점,2020-07-04,1
조선화로집제주연북로점,2020-07-11,1
조선화로집제주연북로점,2020-09-05,1
조선화로집제주연북로점,2020-10-03,1
조선화로집제주연북로점,2020-10-31,1
조선화로집제주연북로점,2021-02-20,1
조선화로집제주연북로점,2021-03-06,1
조선화로집제주연북로점,2021-03-13,1
조선화로집제주연북로점,2021-03-27,2
조선화로집제주연북로점,2021-04-24,1
조선화로집제주연북로점,2021-05-08,1
조선화로집제주연북로점,2021-05-15,1
조선화로집제주연북로점,2021-07-17,1
조선화로집제주연북로점,2021-09-25,1
조선화로집제주연북로점,2021-10-02,2
조선화로집제주연북로점,2021-10-09,1
조선화로집제주연북로점,2021-10-16,1
조선화로집제주연북로점,2021-12-04,1
조선화로집제주연북로점,2021-12-11,1
해금,2020-08-22,1
해금,2020-10-17,2
해금,2021-03-27,2
해금,2021-05-01,1
해금,2021-05-22,1
알레그레수다이모,2020-11-14,1
알레그레수다이모,2020-12-19,1
알레그레수다이모,2021-04-10,1
알레그레수다이모,2021-07-10,1
알레그레수다이모,2021-09-18,1
알레그레수다이모,2021-11-06,1
알레그레수다이모,2021-11-13,1
알레그레수다이모,2021-11-20,1
알레그레수다이모,2021-12-04,1
산방식당노형점,2021-06-26,1
산방식당노형점,2021-08-07,1
산방식당노형점,2021-08-21,1
함덕다퍼주는횟집,2020-09-12,1
함덕다퍼주는횟집,2021-04-24,1
쑝쑝돈까스제주월평점,2020-10-24,1
쑝쑝돈까스제주월평점,2020-11-07,1
쑝쑝돈까스제주월평점,2020-11-14,1
쑝쑝돈까스제주월평점,2021-04-03,2
쑝쑝돈까스제주월평점,2021-04-10,1
쑝쑝돈까스제주월평점,2021-07-10,1
쑝쑝돈까스제주월평점,2021-11-13,1
쑝쑝돈까스제주월평점,2021-12-25,1
자담치킨김녕점,2020-05-23,1
대영란수산,2020-03-07,1
소소한국밥,2021-05-08,1
노랑통닭한림점,2020-04-18,1
노랑통닭한림점,2020-08-08,1
노랑통닭한림점,2020-09-26,1
노랑통닭한림점,2021-02-20,1
노랑통닭한림점,2021-04-17,1
노랑통닭한림점,2021-07-03,1
노랑통닭한림점,2021-08-28,2
제주등뼈가노형본점,2020-07-11,1
제주등뼈가노형본점,2020-10-31,1
제주등뼈가노형본점,2021-11-13,1
순수한둠비연동점,2020-07-11,1
순수한둠비연동점,2021-05-08,1
망고블루,2020-01-25,1
망고블루,2020-03-28,1
망고블루,2020-08-08,1
망고블루,2020-08-29,1
망고블루,2020-09-05,1
망고블루,2020-10-03,1
망고블루,2020-10-24,1
망고블루,2020-10-31,1
망고블루,2020-11-14,1
망고블루,2020-12-12,1
망고블루,2021-02-27,1
망고블루,2021-03-27,3
망고블루,2021-04-03,1
망고블루,2021-04-10,1
망고블루,2021-05-01,1
망고블루,2021-05-15,1
망고블루,2021-08-21,1
망고블루,2021-11-27,1
레아드레스앤카페,2020-07-11,1
레아드레스앤카페,2020-11-21,1
레아드레스앤카페,2021-03-27,1
레아드레스앤카페,2021-05-01,1
레아드레스앤카페,2021-06-19,1
레아드레스앤카페,2021-07-03,1
레아드레스앤카페,2021-08-14,1
레아드레스앤카페,2021-10-16,1
레아드레스앤카페,2021-10-23,1
레아드레스앤카페,2021-12-11,1
노형가맥,2021-08-14,1
일품순두부봉개점,2020-10-24,1
일품순두부봉개점,2021-07-17,1
그레잍,2020-12-12,1
그레잍,2021-02-06,1
그레잍,2021-03-06,1
루스트플레이스함덕해수욕장점,2020-05-30,1
루스트플레이스함덕해수욕장점,2020-10-24,1
루스트플레이스함덕해수욕장점,2021-08-21,2
루스트플레이스함덕해수욕장점,2021-10-02,1
온도70,2020-11-21,1
온도70,2020-12-12,1
온도70,2021-04-03,1
온도70,2021-07-10,1
원삼계탕함덕점,2021-06-19,1
원삼계탕함덕점,2021-11-20,2
세리빠,2020-04-04,1
피즈,2020-09-05,1
피즈,2020-09-19,1
피즈,2020-10-24,1
피즈,2020-10-31,1
피즈,2020-11-07,1
피즈,2020-11-21,3
피즈,2020-12-19,1
피즈,2021-02-20,2
피즈,2021-03-06,1
