store_name,business_category,permission_date,situation,address,address_road,new_store_name
30년할매닭발 한림점,기타,2020-08-03,영업,제주특별자치도 제주시 한림읍 한림리 1305-18,"제주특별자치도 제주시 한림읍 한림로 690, 1층",30년할매닭발 한림점  제주시 한림읍 한림로 690
오례밥집,기타,2020-08-03,영업,제주특별자치도 제주시 조천읍 함덕리 1752-2 에덴빌리지2차,"제주특별자치도 제주시 조천읍 조천우회로 527, 202동 1층 102호 (에덴빌리지2차)",오례밥집  제주시 조천읍 조천우회로 527
미트서플라이,기타,2020-08-03,영업,제주특별자치도 제주시 조천읍 선흘리 2077-6,"제주특별자치도 제주시 조천읍 선교로 149, 제2동 1층",미트서플라이  제주시 조천읍 선교로 149
소담키친,기타,2020-08-03,영업,제주특별자치도 제주시 애월읍 하귀2리 1310-1,"제주특별자치도 제주시 애월읍 항몽로 34, 1층",소담키친  제주시 애월읍 항몽로 34
아리아식당,기타,2020-01-16,영업,제주특별자치도 제주시 한경면 고산리 3605-2번지 차귀낚시점,"제주특별자치도 제주시 한경면 노을해안로 1174, 마동 1층",아리아식당  제주시 한경면 노을해안로 1174
제주김마리,기타,2020-01-16,영업,제주특별자치도 제주시 노형동 709 에코트윈,"제주특별자치도 제주시 1100로 3308, 에코트윈 2층 203호 (노형동)",제주김마리  제주시 1100로 3308
맘스터치피자앤치킨신제주점,기타,2020-01-16,영업,제주특별자치도 제주시 노형동 914-7,"제주특별자치도 제주시 노연로 37-1, 1층 (노형동)",맘스터치피자앤치킨신제주점  제주시 노연로 37-1
오라회센타,기타,2020-01-16,영업,제주특별자치도 제주시 오라이동 1479번지,"제주특별자치도 제주시 연사3길 10, 1층 제1호 (오라이동)",오라회센타  제주시 연사3길 10
이치진외도직영점,기타,2020-01-16,영업,제주특별자치도 제주시 외도일동 445-3번지,"제주특별자치도 제주시 우정로4길 3-5, 1층 (외도일동)",이치진외도직영점  제주시 우정로4길 3-5
열정국밥,기타,2020-01-06,영업,제주특별자치도 제주시 연동 2318-5 조양빌라트,"제주특별자치도 제주시 성신로 18-5, 지하1층 001호 (연동, 조양빌라트)",열정국밥  제주시 성신로 18-5
유창호횟집,기타,2020-01-17,영업,제주특별자치도 제주시 삼도일동 787-25,"제주특별자치도 제주시 서사로 78, 1층 (삼도일동)",유창호횟집  제주시 서사로 78
문갤러리,기타,2020-01-17,영업,제주특별자치도 제주시 이도일동 1790-8번지,"제주특별자치도 제주시 서광로29길 22-6, 1층 (이도일동)",문갤러리  제주시 서광로29길 22-6
크로엔젤제주연동점,기타,2020-01-17,영업,제주특별자치도 제주시 연동 302-3,"제주특별자치도 제주시 신대로 104, A동 1층 (연동)",크로엔젤제주연동점  제주시 신대로 104
원플러스원,기타,2020-01-02,영업,제주특별자치도 제주시 연동 272-33번지 로얄쇼핑센타및오피스텔,"제주특별자치도 제주시 신대로12길 51, 로얄쇼핑센타및오피스텔 지하2층 25~26호 (연동)",원플러스원  제주시 신대로12길 51
찬미숯불갈비,기타,2020-01-02,영업,제주특별자치도 제주시 삼양이동 2146-2,"제주특별자치도 제주시 지석2길 13-4, 1층 (삼양이동)",찬미숯불갈비  제주시 지석2길 13-4
2도비어이도점,기타,2020-01-03,영업,제주특별자치도 제주시 이도이동 1948-10,"제주특별자치도 제주시 신설로7길 25, 1층 (이도이동)",2도비어이도점  제주시 신설로7길 25
골프존파크함덕메이저퀸,기타,2020-01-03,영업,제주특별자치도 제주시 조천읍 함덕리 951-1번지,"제주특별자치도 제주시 조천읍 함덕18길 19, 3층",골프존파크함덕메이저퀸  제주시 조천읍 함덕18길 19
선하다선,기타,2020-01-03,영업,제주특별자치도 제주시 조천읍 선흘리 2816-1 제주다온,"제주특별자치도 제주시 조천읍 북선로 322-15, 제주다온 비동 1층",선하다선  제주시 조천읍 북선로 322-15
옛날국수갤러리,기타,2020-02-18,영업,제주특별자치도 제주시 한경면 고산리 2634-9번지,"제주특별자치도 제주시 한경면 고산로 73, 1층",옛날국수갤러리  제주시 한경면 고산로 73
시시한덮밥,기타,2020-02-18,영업,제주특별자치도 제주시 아라일동 6127-10,"제주특별자치도 제주시 인다11길 13, 1층 (아라일동)",시시한덮밥  제주시 인다11길 13
너와의첫여행,기타,2020-02-11,영업,제주특별자치도 제주시 애월읍 장전리 1132-1번지,"제주특별자치도 제주시 애월읍 장소로 16, 1층",너와의첫여행  제주시 애월읍 장소로 16
김치찜은못참지,기타,2020-02-11,영업,제주특별자치도 제주시 노형동 1060-1 대왕아파트,"제주특별자치도 제주시 수덕7길 14, 1층 106호 (노형동, 대왕아파트)",김치찜은못참지  제주시 수덕7길 14
스콜피온,기타,2020-02-07,영업,제주특별자치도 제주시 삼도이동 6-1,"제주특별자치도 제주시 중앙로2길 19, 1층 (삼도이동)",스콜피온  제주시 중앙로2길 19
소인커피,기타,2020-02-07,영업,제주특별자치도 제주시 노형동 938-6,"제주특별자치도 제주시 원노형8길 21, 1층 (노형동)",소인커피  제주시 원노형8길 21
동네국수,기타,2020-02-07,영업,제주특별자치도 제주시 한림읍 월림리 2289,"제주특별자치도 제주시 한림읍 중산간서로 3923, 1층",동네국수  제주시 한림읍 중산간서로 3923
애월온기,기타,2020-02-25,영업,제주특별자치도 제주시 애월읍 애월리 2467,"제주특별자치도 제주시 애월읍 애월로 11, 1층",애월온기  제주시 애월읍 애월로 11
골프존준스크린,기타,2020-02-25,영업,제주특별자치도 제주시 한림읍 한림리 905-4번지,"제주특별자치도 제주시 한림읍 한림상로 142, 1층",골프존준스크린  제주시 한림읍 한림상로 142
자연과사람들밀면제주시점,기타,2020-02-25,영업,제주특별자치도 제주시 오라일동 1012-4번지 이상빌딩,"제주특별자치도 제주시 오라로 136, 이상빌딩 1층 (오라일동)",자연과사람들밀면제주시점  제주시 오라로 136
인설해장국,기타,2020-02-25,영업,제주특별자치도 제주시 한경면 조수리 1412-2,"제주특별자치도 제주시 한경면 낙수로 40, 1층",인설해장국  제주시 한경면 낙수로 40
항아리조림,기타,2020-01-21,영업,제주특별자치도 제주시 구좌읍 세화리 1500-17번지,"제주특별자치도 제주시 구좌읍 세화3길 32, 1층",항아리조림  제주시 구좌읍 세화3길 32
풍정포차,기타,2020-01-21,영업,제주특별자치도 제주시 이도일동 1349-24,제주특별자치도 제주시 오현길 85 (이도일동),풍정포차  제주시 오현길 85 (이도일동)
문스타,기타,2020-02-19,영업,제주특별자치도 제주시 구좌읍 월정리 33-12번지,"제주특별자치도 제주시 구좌읍 해맞이해안로 486, 지하1층 비102호",문스타  제주시 구좌읍 해맞이해안로 486
최정가네칼국수,기타,2020-02-19,영업,제주특별자치도 제주시 한림읍 대림리 1820-19번지,"제주특별자치도 제주시 한림읍 한림로19길 6, 1층",최정가네칼국수  제주시 한림읍 한림로19길 6
스페이스제로,기타,2020-02-19,영업,제주특별자치도 제주시 애월읍 어음리 산 131,"제주특별자치도 제주시 애월읍 천덕로 880-24, 에이동 3층",스페이스제로  제주시 애월읍 천덕로 880-24
괸당집인제점,기타,2020-02-19,영업,제주특별자치도 제주시 일도이동 417번지,"제주특별자치도 제주시 고마로19길 8, 1층 (일도이동)",괸당집인제점  제주시 고마로19길 8
비에이치씨탑동점,기타,2020-02-28,영업,제주특별자치도 제주시 삼도이동 1192-21 천마타워,"제주특별자치도 제주시 중앙로 20, 천마타워 1층 102호 (삼도이동)",비에이치씨탑동점  제주시 중앙로 20
쿠치나,기타,2020-02-28,영업,제주특별자치도 제주시 애월읍 애월리 2505번지 제주토비스콘도,"제주특별자치도 제주시 애월읍 애월로1길 8, 제주토비스콘도 지하1층",쿠치나  제주시 애월읍 애월로1길 8
와흘길따라,기타,2020-02-28,영업,제주특별자치도 제주시 조천읍 와흘리 125-15,"제주특별자치도 제주시 조천읍 남조로 2324, 1층",와흘길따라  제주시 조천읍 남조로 2324
마루해물항아리,기타,2020-02-28,영업,제주특별자치도 제주시 애월읍 하가리 1524-2번지,"제주특별자치도 제주시 애월읍 하가로 167-2, 2층",마루해물항아리  제주시 애월읍 하가로 167-2
한남동그집제주이도점,기타,2020-02-28,영업,제주특별자치도 제주시 이도이동 1058-6 남정빌딩,"제주특별자치도 제주시 중앙로 281, 남정빌딩 1층 (이도이동)",한남동그집제주이도점  제주시 중앙로 281
돼지구이연구소본점,기타,2020-03-10,영업,제주특별자치도 제주시 연동 312-32번지 우리주택,"제주특별자치도 제주시 신대로13길 19, 1층 (연동, 우리주택)",돼지구이연구소본점  제주시 신대로13길 19
한림폭식제주협재점,기타,2020-03-24,영업,제주특별자치도 제주시 한림읍 한림리 524-1,"제주특별자치도 제주시 한림읍 명랑남동길 42, 1층",한림폭식제주협재점  제주시 한림읍 명랑남동길 42
바람나들목,기타,2020-03-24,영업,제주특별자치도 제주시 우도면 연평리 895,"제주특별자치도 제주시 우도면 우도로 297, 1층",바람나들목  제주시 우도면 우도로 297
숙이네갈비,기타,2020-03-24,영업,제주특별자치도 제주시 일도이동 68-8,"제주특별자치도 제주시 고마로 143, 1층 (일도이동)",숙이네갈비  제주시 고마로 143
하가리호프,기타,2020-03-24,영업,제주특별자치도 제주시 애월읍 하가리 1256-2번지,"제주특별자치도 제주시 애월읍 고내로 46, 지하1층",하가리호프  제주시 애월읍 고내로 46
알바메,기타,2020-02-26,영업,제주특별자치도 제주시 조천읍 선흘리 2090번지,"제주특별자치도 제주시 조천읍 선교로 203, 1층",알바메  제주시 조천읍 선교로 203
슬로보트,기타,2020-02-26,영업,제주특별자치도 제주시 애월읍 하귀1리 330,"제주특별자치도 제주시 애월읍 하귀2길 46-16, 1~2층",슬로보트  제주시 애월읍 하귀2길 46-16
더머카,기타,2020-02-26,영업,제주특별자치도 제주시 삼양이동 2142-5,"제주특별자치도 제주시 일주동로 324, 1층 (삼양이동)",더머카  제주시 일주동로 324
맹이네,기타,2020-01-09,영업,제주특별자치도 제주시 이도일동 1260-4,"제주특별자치도 제주시 중앙로 189, 1층 (이도일동)",맹이네  제주시 중앙로 189
잔물결,기타,2020-01-09,영업,제주특별자치도 제주시 한림읍 금능리 1351-1,"제주특별자치도 제주시 한림읍 금능길 58-1, 에이동 1층",잔물결  제주시 한림읍 금능길 58-1
위드비키,기타,2020-01-09,영업,제주특별자치도 제주시 내도동 506-1,"제주특별자치도 제주시 내도7길 33, 1층 (내도동)",위드비키  제주시 내도7길 33
이야기별방,기타,2020-01-09,영업,제주특별자치도 제주시 구좌읍 종달리 1407,"제주특별자치도 제주시 구좌읍 해맞이해안로 2040, 지하1층",이야기별방  제주시 구좌읍 해맞이해안로 2040
백곱식당,기타,2020-03-03,영업,제주특별자치도 제주시 구좌읍 세화리 1500-9,"제주특별자치도 제주시 구좌읍 해맞이해안로 1402, 1층",백곱식당  제주시 구좌읍 해맞이해안로 1402
이가도담해장국,기타,2020-03-03,영업,제주특별자치도 제주시 애월읍 하귀1리 237-1,"제주특별자치도 제주시 애월읍 하귀동남4길 9-6, 1층",이가도담해장국  제주시 애월읍 하귀동남4길 9-6
하이한담,기타,2020-03-03,영업,제주특별자치도 제주시 일도이동 325-27,"제주특별자치도 제주시 고마로9길 20-1, 1층 (일도이동)",하이한담  제주시 고마로9길 20-1
까사데마마,기타,2020-03-23,영업,제주특별자치도 제주시 애월읍 신엄리 720-1번지,"제주특별자치도 제주시 애월읍 중용길 24, 제2동",까사데마마  제주시 애월읍 중용길 24
애월호롱,기타,2020-01-14,영업,제주특별자치도 제주시 애월읍 고내리 1188-1번지,"제주특별자치도 제주시 애월읍 고내로7길 37, 1층",애월호롱  제주시 애월읍 고내로7길 37
홍대감더덕토종닭,기타,2020-01-14,영업,제주특별자치도 제주시 구좌읍 송당리 1885-1,"제주특별자치도 제주시 구좌읍 비자림로 1772, 1층",홍대감더덕토종닭  제주시 구좌읍 비자림로 1772
한끼정식뷔페,기타,2020-01-14,영업,제주특별자치도 제주시 건입동 1378-1,"제주특별자치도 제주시 중앙로 27-41, 1층 (건입동)",한끼정식뷔페  제주시 중앙로 27-41
콜로세움,기타,2020-01-14,영업,제주특별자치도 제주시 오라이동 3236-1,"제주특별자치도 제주시 민오름길 14, 1~2층 (오라이동)",콜로세움  제주시 민오름길 14
교촌치킨아라점,호프/통닭,2020-01-14,영업,제주특별자치도 제주시 아라일동 6080,"제주특별자치도 제주시 중앙로 596, 제1호 1층 (아라일동)",교촌치킨아라점  제주시 중앙로 596
임창정의모서리족발노형점,기타,2020-03-12,영업,제주특별자치도 제주시 노형동 938-8번지,"제주특별자치도 제주시 원노형남1길 37, 1층 (노형동)",임창정의모서리족발노형점  제주시 원노형남1길 37
닥앤돈스신제주점,기타,2020-03-12,영업,제주특별자치도 제주시 연동 291-12,"제주특별자치도 제주시 삼무로9길 35, 1층 (연동)",닥앤돈스신제주점  제주시 삼무로9길 35
조선제일국밥제주점,기타,2020-02-24,영업,제주특별자치도 제주시 봉개동 2013-3,"제주특별자치도 제주시 봉개대동6길 45, 1층 (봉개동)",조선제일국밥제주점  제주시 봉개대동6길 45
불타는여고24시떡볶이삼화점,기타,2020-02-24,영업,제주특별자치도 제주시 화북일동 1015-1,"제주특별자치도 제주시 화삼로1길 18, 1층 (화북일동)",불타는여고24시떡볶이삼화점  제주시 화삼로1길 18
수지네밥상,기타,2020-01-10,영업,제주특별자치도 제주시 애월읍 하귀2리 1801,"제주특별자치도 제주시 애월읍 일주서로 7040, 1층",수지네밥상  제주시 애월읍 일주서로 7040
7스크린그늘집,기타,2020-01-14,영업,제주특별자치도 제주시 연동 1360-4,"제주특별자치도 제주시 과원로 36, 지하1층 (연동)",7스크린그늘집  제주시 과원로 36
포산해장국,기타,2020-02-21,영업,제주특별자치도 제주시 노형동 1050-1번지,"제주특별자치도 제주시 월랑로10길 34, 1층 (노형동)",포산해장국  제주시 월랑로10길 34
삼화회센터,기타,2020-02-21,영업,제주특별자치도 제주시 화북일동 1015-1번지,"제주특별자치도 제주시 화삼로1길 18, 1층 (화북일동)",삼화회센터  제주시 화삼로1길 18
가마솥추어탕,기타,2020-03-09,영업,제주특별자치도 제주시 노형동 2736번지,"제주특별자치도 제주시 월랑로 88, 나동 1층 (노형동)",가마솥추어탕  제주시 월랑로 88
조마루뼈다귀한림점,기타,2020-03-09,영업,제주특별자치도 제주시 한림읍 한림리 1450-14,"제주특별자치도 제주시 한림읍 한림남2길 7, 1층",조마루뼈다귀한림점  제주시 한림읍 한림남2길 7
혹시,기타,2020-03-09,영업,제주특별자치도 제주시 노형동 904-5,"제주특별자치도 제주시 원노형3길 40, 1층 101호 (노형동)",혹시  제주시 원노형3길 40
거로집2,기타,2020-02-10,영업,제주특별자치도 제주시 화북일동 4721-22번지,"제주특별자치도 제주시 일주동로 100-1, 2층 (화북일동)",거로집2  제주시 일주동로 100-1
싱푸미엔관,기타,2020-02-10,영업,제주특별자치도 제주시 이도이동 2042-2 정우빌,"제주특별자치도 제주시 구남로2길 32, 1층 (이도이동, 정우빌)",싱푸미엔관  제주시 구남로2길 32
단소,기타,2020-02-10,영업,제주특별자치도 제주시 애월읍 애월리 1747-1,"제주특별자치도 제주시 애월읍 애월로 139-4, 1층",단소  제주시 애월읍 애월로 139-4
신촌올레숯불갈비,기타,2020-02-12,영업,제주특별자치도 제주시 조천읍 신촌리 1777-1,"제주특별자치도 제주시 조천읍 신촌6길 13, 1층",신촌올레숯불갈비  제주시 조천읍 신촌6길 13
주식회사명륜진사갈비아라점,기타,2020-02-17,영업,제주특별자치도 제주시 아라일동 6095-11,"제주특별자치도 제주시 아란7길 6, 1층 (아라일동)",주식회사명륜진사갈비아라점  제주시 아란7길 6
지그라나다,기타,2020-02-17,영업,제주특별자치도 제주시 이호일동 292-4번지,"제주특별자치도 제주시 도공로 86-1, 1~2층 (이호일동)",지그라나다  제주시 도공로 86-1
바리아도,기타,2020-02-17,영업,제주특별자치도 제주시 애월읍 애월리 2505번지 제주토비스콘도,"제주특별자치도 제주시 애월읍 애월로1길 8, 제주토비스콘도 1층",바리아도  제주시 애월읍 애월로1길 8
다과상점,기타,2020-02-12,영업,제주특별자치도 제주시 애월읍 유수암리 1830,"제주특별자치도 제주시 애월읍 유수암로 51, 1~2동 1층",다과상점  제주시 애월읍 유수암로 51
114화교반점,기타,2020-03-13,영업,제주특별자치도 제주시 노형동 3806-2,"제주특별자치도 제주시 노형로 342-1, 1층 (노형동)",114화교반점  제주시 노형로 342-1
지오포카치아,기타,2020-03-13,영업,제주특별자치도 제주시 이호일동 1795,"제주특별자치도 제주시 테우해안로 136, 1층 (이호일동)",지오포카치아  제주시 테우해안로 136
사리원외도점,기타,2020-03-13,영업,제주특별자치도 제주시 외도일동 429-7,"제주특별자치도 제주시 도근내길 8, 1층 (외도일동)",사리원외도점  제주시 도근내길 8
동진식당공항점,기타,2020-03-13,영업,제주특별자치도 제주시 용담이동 622-2번지,"제주특별자치도 제주시 용화로 51-1, 1층 (용담이동)",동진식당공항점  제주시 용화로 51-1
후라이드의품격,기타,2020-03-13,영업,제주특별자치도 제주시 노형동 1276-6 별두빌라,"제주특별자치도 제주시 다랑곶4길 22, 1층 (노형동, 별두빌라)",후라이드의품격  제주시 다랑곶4길 22
텐더로인,기타,2020-03-17,영업,제주특별자치도 제주시 삼도이동 594-30,"제주특별자치도 제주시 서사로11길 16, 제1동 (삼도이동)",텐더로인  제주시 서사로11길 16
아일랜드본섬,기타,2020-03-17,영업,제주특별자치도 제주시 이도이동 1965-2번지,제주특별자치도 제주시 신설로6길 1-1 (이도이동),아일랜드본섬  제주시 신설로6길 1-1 (이도이동)
모들모들,기타,2020-01-08,영업,제주특별자치도 제주시 삼양이동 2255-1번지,"제주특별자치도 제주시 지석12길 14, 1층 104호 (삼양이동)",모들모들  제주시 지석12길 14
봉크랑,기타,2020-01-08,영업,제주특별자치도 제주시 노형동 1287-2번지,"제주특별자치도 제주시 정존13길 4, B동 1층 제1호 (노형동)",봉크랑  제주시 정존13길 4
새마루,기타,2020-01-30,영업,제주특별자치도 제주시 화북일동 1475-1번지,"제주특별자치도 제주시 벌랑서길 59, 1층 (화북일동)",새마루  제주시 벌랑서길 59
유성,기타,2020-03-11,영업,제주특별자치도 제주시 일도이동 550-24번지,"제주특별자치도 제주시 신산로7길 68, 1층 (일도이동)",유성  제주시 신산로7길 68
다올국수,기타,2020-03-11,영업,제주특별자치도 제주시 삼도일동 519-10,"제주특별자치도 제주시 서광로 209-1, 1층 (삼도일동)",다올국수  제주시 서광로 209-1
미보식당,기타,2020-02-13,영업,제주특별자치도 제주시 오라일동 2442-11번지,"제주특별자치도 제주시 서광로2길 11-7, 2층 (오라일동)",미보식당  제주시 서광로2길 11-7
처갓집양념치킨도남시청점,기타,2020-02-13,영업,제주특별자치도 제주시 도남동 901-19번지,"제주특별자치도 제주시 신성로 19, 1층 (도남동)",처갓집양념치킨도남시청점  제주시 신성로 19
와인도시,기타,2020-02-13,영업,제주특별자치도 제주시 연동 284-18,"제주특별자치도 제주시 연동12길 10, 1~2층 (연동)",와인도시  제주시 연동12길 10
팝콘팩토리씨지브이제주,기타,2020-03-27,영업,제주특별자치도 제주시 이도이동 1776-3 메카플러스,"제주특별자치도 제주시 서광로 288, 메카플러스 3층 (이도이동)",팝콘팩토리씨지브이제주  제주시 서광로 288
멕시카나치킨협재한림점,기타,2020-02-05,영업,제주특별자치도 제주시 한림읍 협재리 2446-2번지,"제주특별자치도 제주시 한림읍 한림로 341, 1층",멕시카나치킨협재한림점  제주시 한림읍 한림로 341
현무암닭강정,기타,2020-02-05,영업,제주특별자치도 제주시 내도동 514,"제주특별자치도 제주시 테우해안로 44-1, 1층 (내도동)",현무암닭강정  제주시 테우해안로 44-1
낙지와새우,기타,2020-02-05,영업,제주특별자치도 제주시 노형동 3779-5 인텔리전트한빛아파트,"제주특별자치도 제주시 1100로 3349, 1층 103호 (노형동, 인텔리전트한빛아파트)",낙지와새우  제주시 1100로 3349
상상함덕점,기타,2020-02-03,영업,제주특별자치도 제주시 조천읍 함덕리 1016,"제주특별자치도 제주시 조천읍 신북로 487, 1층",상상함덕점  제주시 조천읍 신북로 487
야심만참 한림점,기타,2020-02-03,영업,제주특별자치도 제주시 한림읍 협재리 2557-2,"제주특별자치도 제주시 한림읍 협재2길 26-3, 1층",야심만참 한림점  제주시 한림읍 협재2길 26-3
유가네한우곰탕앤인연게스트하우스,기타,2020-02-04,영업,제주특별자치도 제주시 한경면 고산리 3794-4번지,"제주특별자치도 제주시 한경면 한장중길 4, 1층",유가네한우곰탕앤인연게스트하우스  제주시 한경면 한장중길 4
에트나,기타,2020-02-04,영업,제주특별자치도 제주시 구좌읍 종달리 965번지,"제주특별자치도 제주시 구좌읍 종달로3길 30-12, 1층",에트나  제주시 구좌읍 종달로3길 30-12
옐로우돕,기타,2020-02-06,영업,제주특별자치도 제주시 일도이동 380-2번지,"제주특별자치도 제주시 고마로16길 9, 1층 103호 (일도이동)",옐로우돕  제주시 고마로16길 9
따팡양꼬치,기타,2020-01-07,영업,제주특별자치도 제주시 연동 262-48,"제주특별자치도 제주시 신광로8길 20, 2층 (연동)",따팡양꼬치  제주시 신광로8길 20
본도시락제주시청점,기타,2020-01-13,영업,제주특별자치도 제주시 이도이동 1169-2,"제주특별자치도 제주시 동광로8길 3, 1층 103호 (이도이동)",본도시락제주시청점  제주시 동광로8길 3
언니식탁,기타,2020-01-13,영업,제주특별자치도 제주시 애월읍 신엄리 2485-7,"제주특별자치도 제주시 애월읍 신엄7길 13, 1층",언니식탁  제주시 애월읍 신엄7길 13
한림싸롱,기타,2020-01-13,영업,제주특별자치도 제주시 한림읍 한림리 1305-15,"제주특별자치도 제주시 한림읍 한림로 694, A동 1층",한림싸롱  제주시 한림읍 한림로 694
지여니네오징어보쌈,기타,2020-03-02,영업,제주특별자치도 제주시 삼도일동 788-14번지,"제주특별자치도 제주시 서사로 62-2, 1층 (삼도일동)",지여니네오징어보쌈  제주시 서사로 62-2
토담이네,기타,2020-03-02,영업,제주특별자치도 제주시 해안동 2365-1,"제주특별자치도 제주시 노형로 27-10, 1층 제1호 (해안동)",토담이네  제주시 노형로 27-10
노가리앤비어제주광양점,기타,2020-03-02,영업,제주특별자치도 제주시 이도일동 1256-21번지,"제주특별자치도 제주시 동광로1길 26, 1층 제2호 (이도일동)",노가리앤비어제주광양점  제주시 동광로1길 26
탐라반상,기타,2020-03-02,영업,제주특별자치도 제주시 한경면 저지리 2965-3,"제주특별자치도 제주시 한경면 녹차분재로 571, 1층",탐라반상  제주시 한경면 녹차분재로 571
퐁낭쉼팡,기타,2020-01-13,영업,제주특별자치도 제주시 연동 274-64,"제주특별자치도 제주시 연동10길 16, 1층 101호 (연동)",퐁낭쉼팡  제주시 연동10길 16
라마다바이윈덤제주더함덕호텔다이아몬드,기타,2020-01-13,영업,제주특별자치도 제주시 조천읍 함덕리 3061번지 제주 함덕 라마다호텔,"제주특별자치도 제주시 조천읍 신북로 470, 제주 함덕 라마다호텔 1층",라마다바이윈덤제주더함덕호텔다이아몬드  제주시 조천읍 신북로 470
제주육대표,기타,2020-01-23,영업,제주특별자치도 제주시 연동 1906-3,제주특별자치도 제주시 일주서로 7895 (연동),제주육대표  제주시 일주서로 7895 (연동)
제주몰래물밥상,기타,2020-02-27,영업,제주특별자치도 제주시 도두일동 2618-12,"제주특별자치도 제주시 도두항서길 65, 1층 (도두일동)",제주몰래물밥상  제주시 도두항서길 65
열린당구카페,기타,2020-02-27,영업,제주특별자치도 제주시 연동 260-5번지,"제주특별자치도 제주시 신광로 8, 2층 (연동)",열린당구카페  제주시 신광로 8
카페팔레트,기타,2020-03-26,영업,제주특별자치도 제주시 도두이동 675,"제주특별자치도 제주시 서해안로 368-10, 지하1층 (도두이동)",카페팔레트  제주시 서해안로 368-10
얼담,기타,2020-01-23,영업,제주특별자치도 제주시 이도이동 1081-3,"제주특별자치도 제주시 남광북5길 6, 1층 (이도이동)",얼담  제주시 남광북5길 6
밥앤반찬,기타,2020-03-18,영업,제주특별자치도 제주시 용담이동 928-65,"제주특별자치도 제주시 성화로 21, 1층 (용담이동)",밥앤반찬  제주시 성화로 21
제주돼지,기타,2020-03-18,영업,제주특별자치도 제주시 연동 261-68,제주특별자치도 제주시 신광로4길 6 (연동),제주돼지  제주시 신광로4길 6 (연동)
인챠이,기타,2020-03-18,영업,제주특별자치도 제주시 이도이동 1987-2,"제주특별자치도 제주시 남광로2길 22, 1층 102호 (이도이동)",인챠이  제주시 남광로2길 22
이디가카,기타,2020-03-05,영업,제주특별자치도 제주시 화북일동 1986-2,"제주특별자치도 제주시 진남로6길 14, 1층 (화북일동)",이디가카  제주시 진남로6길 14
카페데스틸,기타,2020-03-05,영업,제주특별자치도 제주시 한경면 용수리 4291-4번지,"제주특별자치도 제주시 한경면 한경해안로 110, 1층",카페데스틸  제주시 한경면 한경해안로 110
은희네해장국함덕점,기타,2020-01-15,영업,제주특별자치도 제주시 조천읍 함덕리 1252-42,"제주특별자치도 제주시 조천읍 조함해안로 480, 1층",은희네해장국함덕점  제주시 조천읍 조함해안로 480
신삼다식당,기타,2020-03-06,영업,제주특별자치도 제주시 이도일동 1346-1번지,"제주특별자치도 제주시 오현길 79, 1층 (이도일동)",신삼다식당  제주시 오현길 79
농부밥상,기타,2020-03-06,영업,제주특별자치도 제주시 삼양이동 2132-2,"제주특별자치도 제주시 설촌로2길 18, 1층 (삼양이동)",농부밥상  제주시 설촌로2길 18
만나다공원,기타,2020-03-06,영업,제주특별자치도 제주시 조천읍 대흘리 산 1번지,"제주특별자치도 제주시 조천읍 곱은달길 33, 1층",만나다공원  제주시 조천읍 곱은달길 33
노모어블루스,기타,2020-03-06,영업,제주특별자치도 제주시 이도이동 1084-6번지,"제주특별자치도 제주시 남광로 15, 1층 (이도이동)",노모어블루스  제주시 남광로 15
청안스크린골프,기타,2020-03-06,영업,제주특별자치도 제주시 노형동 3791-7,"제주특별자치도 제주시 노형13길 11, 3층 301호 (노형동)",청안스크린골프  제주시 노형13길 11
판포리135,기타,2020-03-06,영업,제주특별자치도 제주시 한경면 판포리 2901-1번지,"제주특별자치도 제주시 한경면 판포1길 35, 1층",판포리135  제주시 한경면 판포1길 35
미친포차,기타,2020-03-04,영업,제주특별자치도 제주시 연동 276-3,"제주특별자치도 제주시 연동8길 28, 1층 8호 (연동)",미친포차  제주시 연동8길 28
모들한상,기타,2020-03-04,영업,제주특별자치도 제주시 애월읍 하가리 1359-1,"제주특별자치도 제주시 애월읍 하가로 180, 1층",모들한상  제주시 애월읍 하가로 180
고추냉이식당,기타,2020-03-04,영업,제주특별자치도 제주시 애월읍 광령리 2213-1번지,"제주특별자치도 제주시 애월읍 광령5길 8, [*미고시]",고추냉이식당  제주시 애월읍 광령5길 8
서진향해장국,기타,2020-01-28,영업,제주특별자치도 제주시 영평동 2111,"제주특별자치도 제주시 제주대학로 183, 1층 (영평동)",서진향해장국  제주시 제주대학로 183
길도정식,기타,2020-03-16,영업,제주특별자치도 제주시 이도이동 1052 남북아파트,"제주특별자치도 제주시 가령로4길 14, 1층 104호 (이도이동, 남북아파트)",길도정식  제주시 가령로4길 14
피자베이제주점,기타,2020-03-16,영업,제주특별자치도 제주시 이도이동 398-23번지,"제주특별자치도 제주시 승천로 11-1, 1층 (이도이동)",피자베이제주점  제주시 승천로 11-1
원조산고을칼국수본점,기타,2020-03-16,영업,제주특별자치도 제주시 노형동 677-2 더힐,"제주특별자치도 제주시 진군남4길 5, 지2층 근생2호 (노형동, 더힐)",원조산고을칼국수본점  제주시 진군남4길 5
녹색식당원동점,기타,2020-03-16,영업,제주특별자치도 제주시 애월읍 상가리 4-5,"제주특별자치도 제주시 애월읍 애원로 917, 1층",녹색식당원동점  제주시 애월읍 애원로 917
