store_name,business_category,permission_date,situation,address,address_road,new_store_name
제주명월역,기타,2021-06-14,영업,제주특별자치도 제주시 한림읍 명월리 1928,"제주특별자치도 제주시 한림읍 명재로 142-11, 1층",제주명월역  제주시 한림읍 명재로 142-11
타입제주,기타,2021-06-14,영업,제주특별자치도 제주시 이도이동 1771-23,"제주특별자치도 제주시 서광로32길 9, 1층 (이도이동)",타입제주  제주시 서광로32길 9
항암식당항암밥상,출장조리,2021-06-14,영업,제주특별자치도 제주시 이도일동 1692-2 신세계아파트,"제주특별자치도 제주시 오현길 9, 지하1층 107, 108호 (이도일동, 신세계아파트)",항암식당항암밥상  제주시 오현길 9
굿샷프렌즈스크린,기타,2021-06-14,영업,제주특별자치도 제주시 아라일동 6034-4,"제주특별자치도 제주시 구남동8길 58, 2층 (아라일동)",굿샷프렌즈스크린  제주시 구남동8길 58
인생건어물아라점,호프/통닭,2021-06-14,영업,제주특별자치도 제주시 아라일동 6116-5,"제주특별자치도 제주시 인다2길 34, 1층 (아라일동)",인생건어물아라점  제주시 인다2길 34
월정오름,기타,2021-06-14,영업,제주특별자치도 제주시 구좌읍 월정리 3,"제주특별자치도 제주시 구좌읍 해맞이해안로 466, 2층",월정오름  제주시 구좌읍 해맞이해안로 466
수목원길,기타,2021-06-17,영업,제주특별자치도 제주시 연동 1395-4,"제주특별자치도 제주시 연화남길 10, 제2동 1층 (연동)",수목원길  제주시 연화남길 10
화로위,한식,2021-06-17,영업,제주특별자치도 제주시 조천읍 함덕리 960-7,"제주특별자치도 제주시 조천읍 함덕19길 9, 1층 101호",화로위  제주시 조천읍 함덕19길 9
마차,경양식,2021-06-17,영업,제주특별자치도 제주시 용담이동 940-17,"제주특별자치도 제주시 성화로1길 35, 1층 (용담이동)",마차  제주시 성화로1길 35
퍼블릭하우스스밈,한식,2021-06-17,영업,제주특별자치도 제주시 애월읍 하귀2리 2710,"제주특별자치도 제주시 애월읍 애월해안로 906, 1층",퍼블릭하우스스밈  제주시 애월읍 애월해안로 906
썬더치킨일도고마로점,호프/통닭,2021-06-25,영업,제주특별자치도 제주시 일도이동 160 백강수피아2차아파트,"제주특별자치도 제주시 고마로5길 2, 1층 102호 (일도이동, 백강수피아2차아파트)",썬더치킨일도고마로점  제주시 고마로5길 2
배떡연동점,분식,2021-06-25,영업,제주특별자치도 제주시 연동 281-2 우정주택,"제주특별자치도 제주시 신대로8길 35, A동 1층 103호 (연동, 우정주택)",배떡연동점  제주시 신대로8길 35
삼국두우,기타,2021-05-28,영업,제주특별자치도 제주시 한림읍 협재리 1512,"제주특별자치도 제주시 한림읍 한림로 424-1, 1층",삼국두우  제주시 한림읍 한림로 424-1
제주산방식당우도점,한식,2021-06-23,영업,제주특별자치도 제주시 우도면 연평리 1748,"제주특별자치도 제주시 우도면 우도로 5-6, 2층",제주산방식당우도점  제주시 우도면 우도로 5-6
주식회사담을깨비방망이오리날개튀김,분식,2021-06-23,영업,제주특별자치도 제주시 연동 1500,"제주특별자치도 제주시 국기로2길 4, 지하1층 (연동)",주식회사담을깨비방망이오리날개튀김  제주시 국기로2길 4
오소록헌디,경양식,2021-06-23,영업,제주특별자치도 제주시 구좌읍 한동리 1114-10,"제주특별자치도 제주시 구좌읍 한동로 39-1, 2층",오소록헌디  제주시 구좌읍 한동로 39-1
시트러스,기타,2021-06-23,영업,제주특별자치도 제주시 한림읍 금능리 1443-1,"제주특별자치도 제주시 한림읍 금능4길 20, 1층",시트러스  제주시 한림읍 금능4길 20
오늘도화창,기타,2021-06-23,영업,제주특별자치도 제주시 구좌읍 월정리 505,"제주특별자치도 제주시 구좌읍 월정5길 56, 1층",오늘도화창  제주시 구좌읍 월정5길 56
아미가도,한식,2021-06-23,영업,제주특별자치도 제주시 이도일동 1551-13,"제주특별자치도 제주시 오현길 45, 1층 (이도일동)",아미가도  제주시 오현길 45
화경앤금전대운,한식,2021-06-28,영업,제주특별자치도 제주시 구좌읍 행원리 581-18,"제주특별자치도 제주시 구좌읍 해맞이해안로 607, 1층",화경앤금전대운  제주시 구좌읍 해맞이해안로 607
협재구멍가게제주협재점,기타,2021-06-28,영업,제주특별자치도 제주시 한림읍 협재리 2436-2,"제주특별자치도 제주시 한림읍 협재4길 1-1, 1층",협재구멍가게제주협재점  제주시 한림읍 협재4길 1-1
예동산,한식,2021-06-28,영업,제주특별자치도 제주시 애월읍 광령리 965,"제주특별자치도 제주시 애월읍 광령중길 133-3, 1층",예동산  제주시 애월읍 광령중길 133-3
보배쌤보리김치와게장,한식,2021-06-28,영업,제주특별자치도 제주시 조천읍 함덕리 3375,"제주특별자치도 제주시 조천읍 신북로 409, B동 1층",보배쌤보리김치와게장  제주시 조천읍 신북로 409
추자봉이네,한식,2021-06-22,영업,제주특별자치도 제주시 추자면 신양리 560-3,"제주특별자치도 제주시 추자면 추자로 532, 1층",추자봉이네  제주시 추자면 추자로 532
청관,식육(숯불구이),2021-06-22,영업,제주특별자치도 제주시 애월읍 애월리 1669-1,"제주특별자치도 제주시 애월읍 애원로 3, 1층",청관  제주시 애월읍 애원로 3
제주내리막,기타,2021-06-22,영업,제주특별자치도 제주시 외도일동 445-9,"제주특별자치도 제주시 우정로 18, 1층 (외도일동)",제주내리막  제주시 우정로 18
맨도롱또똣김밥,한식,2021-06-22,영업,제주특별자치도 제주시 조천읍 함덕리 1252-9,"제주특별자치도 제주시 조천읍 조함해안로 496, 1층",맨도롱또똣김밥  제주시 조천읍 조함해안로 496
해양호수산회백화점,일식,2021-05-17,영업,제주특별자치도 제주시 외도일동 477-4,"제주특별자치도 제주시 우정로5길 10, 1동 1층 (외도일동)",해양호수산회백화점  제주시 우정로5길 10
먹돌,한식,2021-05-17,영업,제주특별자치도 제주시 용담이동 2747-6,"제주특별자치도 제주시 월성로 26, 1층 (용담이동)",먹돌  제주시 월성로 26
애월리다과점,기타,2021-05-17,영업,제주특별자치도 제주시 애월읍 애월리 1665-1,"제주특별자치도 제주시 애월읍 애월로 142, 1층",애월리다과점  제주시 애월읍 애월로 142
숙이포차,분식,2021-05-17,영업,제주특별자치도 제주시 추자면 대서리 131-1,"제주특별자치도 제주시 추자면 대서3길 42, 1층",숙이포차  제주시 추자면 대서3길 42
탄탄면공방제주점,한식,2021-05-17,영업,제주특별자치도 제주시 아라일동 6034-5,"제주특별자치도 제주시 도남로 189, 1층 (아라일동)",탄탄면공방제주점  제주시 도남로 189
이시,일식,2021-05-17,영업,제주특별자치도 제주시 이도이동 1976-1,"제주특별자치도 제주시 박성내서길 8-1, 1층 (이도이동)",이시  제주시 박성내서길 8-1
오늘하루,한식,2021-05-17,영업,제주특별자치도 제주시 구좌읍 종달리 824-2,"제주특별자치도 제주시 구좌읍 종달로5길 36, 1동 1층",오늘하루  제주시 구좌읍 종달로5길 36
삼현스크린,기타,2021-05-17,영업,제주특별자치도 제주시 오라이동 165-1,"제주특별자치도 제주시 정실동길 69, 1층 (오라이동)",삼현스크린  제주시 정실동길 69
토핑폭탄김치찜앤김치찌개신제주점,한식,2021-05-11,영업,제주특별자치도 제주시 노형동 906-5 한신오피스텔,"제주특별자치도 제주시 도령로 54, 한신오피스텔 1층 106호 (노형동)",토핑폭탄김치찜앤김치찌개신제주점  제주시 도령로 54
제주차돌89,한식,2021-05-11,영업,제주특별자치도 제주시 연동 276-3 청목더웰연동,"제주특별자치도 제주시 연동8길 28, 지하1층 1호 (연동, 청목더웰연동)",제주차돌89  제주시 연동8길 28
몽상의정원,기타,2021-05-11,영업,제주특별자치도 제주시 화북일동 4250-1,"제주특별자치도 제주시 금산5길 18, 1층 (화북일동)",몽상의정원  제주시 금산5길 18
문문선,기타,2021-05-13,영업,제주특별자치도 제주시 오등동 1274-3,"제주특별자치도 제주시 오등6길 31, 1층 (오등동)",문문선  제주시 오등6길 31
연북로명태명가하귀직영점,한식,2021-05-13,영업,제주특별자치도 제주시 애월읍 하귀1리 535-1,"제주특별자치도 제주시 애월읍 일주서로 7125, 3층",연북로명태명가하귀직영점  제주시 애월읍 일주서로 7125
커피욜로,기타,2021-05-13,영업,제주특별자치도 제주시 이도이동 2043-1,"제주특별자치도 제주시 구남로2길 34, 1층 (이도이동)",커피욜로  제주시 구남로2길 34
돔베네국수씨,기타,2021-05-13,영업,제주특별자치도 제주시 구좌읍 한동리 1291,"제주특별자치도 제주시 구좌읍 해맞이해안로 1034, 1층",돔베네국수씨  제주시 구좌읍 해맞이해안로 1034
엄마네정식뷔페,한식,2021-05-27,영업,제주특별자치도 제주시 봉개동 1819-3,"제주특별자치도 제주시 번영로 485, 1층 (봉개동)",엄마네정식뷔페  제주시 번영로 485
단밤,기타,2021-05-27,영업,제주특별자치도 제주시 연동 2526-6,"제주특별자치도 제주시 도령로 192, 3층 (연동)",단밤  제주시 도령로 192
참솔해장국,한식,2021-05-27,영업,제주특별자치도 제주시 애월읍 고성리 902-12,"제주특별자치도 제주시 애월읍 평화로 2537, 1층",참솔해장국  제주시 애월읍 평화로 2537
(주)포시즌호텔,한식,2021-05-27,영업,제주특별자치도 제주시 노형동 914,"제주특별자치도 제주시 원노형3길 19, 1층 (노형동)",(주)포시즌호텔  제주시 원노형3길 19
협재돈가스,기타,2021-06-09,영업,제주특별자치도 제주시 한림읍 협재리 1794-3,"제주특별자치도 제주시 한림읍 협재6길 5-2, 2층",협재돈가스  제주시 한림읍 협재6길 5-2
서쪽숲,기타,2021-06-09,영업,제주특별자치도 제주시 한림읍 협재리 1794-3,"제주특별자치도 제주시 한림읍 협재6길 5-2, 1층",서쪽숲  제주시 한림읍 협재6길 5-2
아라아라,기타,2021-06-09,영업,제주특별자치도 제주시 아라일동 803-11,"제주특별자치도 제주시 인다15길 50, 1층 (아라일동)",아라아라  제주시 인다15길 50
이츠컴퍼니,기타,2021-05-03,영업,제주특별자치도 제주시 이도일동 1786-14,"제주특별자치도 제주시 서광로29길 8, 1층 (이도일동)",이츠컴퍼니  제주시 서광로29길 8
숙이네집밥,한식,2021-06-09,영업,제주특별자치도 제주시 화북일동 1944-18,"제주특별자치도 제주시 진동로5길 45, 1층 (화북일동)",숙이네집밥  제주시 진동로5길 45
야해,경양식,2021-06-16,영업,제주특별자치도 제주시 노형동 3780-3,"제주특별자치도 제주시 노형11길 6, 1층 (노형동)",야해  제주시 노형11길 6
보말삼춘,분식,2021-06-16,영업,제주특별자치도 제주시 아라일동 6082-6,"제주특별자치도 제주시 중앙로 584, 1층 (아라일동)",보말삼춘  제주시 중앙로 584
굴무기낭,기타,2021-06-16,영업,제주특별자치도 제주시 애월읍 납읍리 2463,"제주특별자치도 제주시 애월읍 납읍남로2길 6, 1동 1층",굴무기낭  제주시 애월읍 납읍남로2길 6
고피자시청점,경양식,2021-05-04,영업,제주특별자치도 제주시 이도이동 1179-3,"제주특별자치도 제주시 중앙로 237, 1층 (이도이동)",고피자시청점  제주시 중앙로 237
휴카페,기타,2021-05-04,영업,제주특별자치도 제주시 용담삼동 2362,"제주특별자치도 제주시 서해안로 490, 1층 101호 (용담삼동)",휴카페  제주시 서해안로 490
천하갈비,호프/통닭,2021-05-04,영업,제주특별자치도 제주시 삼도이동 1088-1,"제주특별자치도 제주시 무근성길 44, 1층 (삼도이동)",천하갈비  제주시 무근성길 44
배떡중앙점,분식,2021-05-04,영업,제주특별자치도 제주시 이도일동 1452-4,"제주특별자치도 제주시 중앙로 87, 1층 (이도일동)",배떡중앙점  제주시 중앙로 87
핫도그팟,기타,2021-06-03,영업,제주특별자치도 제주시 한림읍 협재리 2447-41,"제주특별자치도 제주시 한림읍 한림로 329-2, 2층",핫도그팟  제주시 한림읍 한림로 329-2
해오반,한식,2021-04-29,영업,제주특별자치도 제주시 애월읍 고내리 598-1,"제주특별자치도 제주시 애월읍 고내로9길 1, 1층",해오반  제주시 애월읍 고내로9길 1
한점,경양식,2021-04-29,영업,제주특별자치도 제주시 아라일동 6117-8,"제주특별자치도 제주시 인다2길 30, 2층 (아라일동)",한점  제주시 인다2길 30
윤정이네국밥,한식,2021-05-24,영업,제주특별자치도 제주시 한림읍 상대리 2720-3,"제주특별자치도 제주시 한림읍 중산간서로 4960, 1층",윤정이네국밥  제주시 한림읍 중산간서로 4960
골드문,기타,2021-05-31,영업,제주특별자치도 제주시 연동 282-11,"제주특별자치도 제주시 삼무로 62, 2층 (연동)",골드문  제주시 삼무로 62
영샐러드,기타,2021-05-31,영업,제주특별자치도 제주시 노형동 2578-3,"제주특별자치도 제주시 달마루길 18, 1층 105호 (노형동)",영샐러드  제주시 달마루길 18
요망지게제주협재본점,한식,2021-05-31,영업,제주특별자치도 제주시 한림읍 수원리 253,"제주특별자치도 제주시 한림읍 한림해안로 456, 2층",요망지게제주협재본점  제주시 한림읍 한림해안로 456
돈줄,한식,2021-06-04,영업,제주특별자치도 제주시 일도일동 1177-1,"제주특별자치도 제주시 동문로 31, 1층 (일도일동)",돈줄  제주시 동문로 31
내가여기서이걸할줄몰랐다2,한식,2021-06-04,영업,제주특별자치도 제주시 한경면 신창리 542-9,"제주특별자치도 제주시 한경면 한경해안로 563-2, 1동 1층",내가여기서이걸할줄몰랐다2  제주시 한경면 한경해안로 563-2
어덜트밤비노,경양식,2021-06-04,영업,제주특별자치도 제주시 아라일동 2981 제이케이하우스,"제주특별자치도 제주시 도남로 168-15, 제이케이하우스 1층 (아라일동)",어덜트밤비노  제주시 도남로 168-15
디뉴스,한식,2021-04-30,영업,제주특별자치도 제주시 삼도이동 1261-6,"제주특별자치도 제주시 탑동로2길 3, 1층 (삼도이동)",디뉴스  제주시 탑동로2길 3
푸지그랑,한식,2021-04-30,영업,제주특별자치도 제주시 한경면 저지리 2989-1,"제주특별자치도 제주시 한경면 녹차분재로 542, 1층",푸지그랑  제주시 한경면 녹차분재로 542
찌개공방제주점,한식,2021-04-30,영업,제주특별자치도 제주시 삼도일동 553-16,"제주특별자치도 제주시 서광로 241, 1층 (삼도일동)",찌개공방제주점  제주시 서광로 241
카페느랏,기타,2021-04-30,영업,제주특별자치도 제주시 한경면 저지리 1838-2,"제주특별자치도 제주시 한경면 중산간서로 3695, 제2동 1층",카페느랏  제주시 한경면 중산간서로 3695
덕분이네밥상청춘분식,한식,2021-04-30,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층 6호",덕분이네밥상청춘분식  제주시 구좌읍 김녕로4길 30
옥상술집,한식,2021-04-30,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 3층",옥상술집  제주시 구좌읍 김녕로4길 30
옐로우키트,기타,2021-05-20,영업,제주특별자치도 제주시 이도이동 442-7,"제주특별자치도 제주시 연신로 36, 1층 (이도이동)",옐로우키트  제주시 연신로 36
계절식탁향토,한식,2021-05-20,영업,제주특별자치도 제주시 조천읍 함덕리 1004-41,"제주특별자치도 제주시 조천읍 조함해안로 510, 2층",계절식탁향토  제주시 조천읍 조함해안로 510
금별맥주제주시청점,기타,2021-05-26,영업,제주특별자치도 제주시 이도이동 1772-13,"제주특별자치도 제주시 신성로13길 9, 1층 (이도이동)",금별맥주제주시청점  제주시 신성로13길 9
스시코쿠라,일식,2021-05-10,영업,제주특별자치도 제주시 오라일동 984-7,"제주특별자치도 제주시 오남로6길 19, B동 1층 (오라일동)",스시코쿠라  제주시 오남로6길 19
절대만족,한식,2021-05-10,영업,제주특별자치도 제주시 이도이동 1008-5,"제주특별자치도 제주시 신성로10길 9, 1층 (이도이동)",절대만족  제주시 신성로10길 9
안뜨락,한식,2021-05-10,영업,제주특별자치도 제주시 아라일동 1955-3,"제주특별자치도 제주시 한북로 338, 1층 (아라일동)",안뜨락  제주시 한북로 338
한경판포그때그집직영점,한식,2021-05-10,영업,제주특별자치도 제주시 한경면 판포리 2947-5,"제주특별자치도 제주시 한경면 판포1길 44-1, 1동 1층",한경판포그때그집직영점  제주시 한경면 판포1길 44-1
카페제주완,기타,2021-06-02,영업,제주특별자치도 제주시 외도일동 529-4 외도에이스아크로빌2차,"제주특별자치도 제주시 우정로7길 24, 1층 101호 (외도일동, 외도에이스아크로빌2차)",카페제주완  제주시 우정로7길 24
휠스,기타,2021-06-02,영업,제주특별자치도 제주시 용담이동 2743-3,"제주특별자치도 제주시 월성로 19, 1층 (용담이동)",휠스  제주시 월성로 19
맛물상굽다,한식,2021-06-02,영업,제주특별자치도 제주시 연동 261-50,"제주특별자치도 제주시 제원2길 8, 1층 (연동)",맛물상굽다  제주시 제원2길 8
해방클럽파티룸,한식,2021-06-24,영업,제주특별자치도 제주시 용담일동 264-3,"제주특별자치도 제주시 남성로 51, 5층 (용담일동)",해방클럽파티룸  제주시 남성로 51
전여친전남친,기타,2021-06-24,영업,제주특별자치도 제주시 한림읍 귀덕리 3881,"제주특별자치도 제주시 한림읍 귀덕1길 32, 1,2층",전여친전남친  제주시 한림읍 귀덕1길 32
추자에가면,기타,2021-06-24,영업,제주특별자치도 제주시 추자면 대서리 4-4,"제주특별자치도 제주시 추자면 추자로 4-1, 1층",추자에가면  제주시 추자면 추자로 4-1
당근과해녀,기타,2021-06-24,영업,제주특별자치도 제주시 구좌읍 평대리 2024-3,"제주특별자치도 제주시 구좌읍 평대5길 48-1, 가동 1층",당근과해녀  제주시 구좌읍 평대5길 48-1
제주검정보리마씸,한식,2021-06-24,영업,제주특별자치도 제주시 애월읍 하귀2리 1436-15,"제주특별자치도 제주시 애월읍 하귀로 81, 가동 1층",제주검정보리마씸  제주시 애월읍 하귀로 81
육계절,한식,2021-04-27,영업,제주특별자치도 제주시 연동 293-92,"제주특별자치도 제주시 은남3길 19, 1층 (연동)",육계절  제주시 은남3길 19
오늘쉐프제주우도,기타,2021-04-27,영업,제주특별자치도 제주시 우도면 연평리 2645,"제주특별자치도 제주시 우도면 우도해안길 130-9, 1층",오늘쉐프제주우도  제주시 우도면 우도해안길 130-9
스팅그레이,기타,2021-04-27,영업,제주특별자치도 제주시 한경면 청수리 1158-5,"제주특별자치도 제주시 한경면 대한로 860-41, 제1동 1층",스팅그레이  제주시 한경면 대한로 860-41
새별식당,한식,2021-04-27,영업,제주특별자치도 제주시 애월읍 봉성리 3227-1,"제주특별자치도 제주시 애월읍 녹근로 33, 나동 1층",새별식당  제주시 애월읍 녹근로 33
화로향,식육(숯불구이),2021-04-27,영업,제주특별자치도 제주시 건입동 1399-2,"제주특별자치도 제주시 관덕로15길 27, 1층 (건입동)",화로향  제주시 관덕로15길 27
신비의미친식탁,기타,2021-04-27,영업,제주특별자치도 제주시 이도일동 1696-13,"제주특별자치도 제주시 중앙로21길 18, 1층 (이도일동)",신비의미친식탁  제주시 중앙로21길 18
아티사,경양식,2021-06-30,영업,제주특별자치도 제주시 내도동 384,"제주특별자치도 제주시 내도13길 11, 2층 (내도동)",아티사  제주시 내도13길 11
털보네펍,한식,2021-06-10,영업,제주특별자치도 제주시 애월읍 애월리 2002-7,"제주특별자치도 제주시 애월읍 애월북서길 88, 1층",털보네펍  제주시 애월읍 애월북서길 88
이스턴파트,기타,2021-06-10,영업,제주특별자치도 제주시 조천읍 함덕리 72-56,"제주특별자치도 제주시 조천읍 함덕남8길 9, 나동 1층",이스턴파트  제주시 조천읍 함덕남8길 9
제주안에,한식,2021-06-10,영업,제주특별자치도 제주시 연동 273-24,"제주특별자치도 제주시 연동7길 25, 2층 (연동)",제주안에  제주시 연동7길 25
주옥,기타,2021-07-02,영업,제주특별자치도 제주시 한경면 저지리 2055,"제주특별자치도 제주시 한경면 중산간서로 3721, 1층",주옥  제주시 한경면 중산간서로 3721
해수육장,한식,2021-07-02,영업,제주특별자치도 제주시 이도이동 1148-12,"제주특별자치도 제주시 동광로6길 25, 1층 (이도이동)",해수육장  제주시 동광로6길 25
언더라운지함덕점,기타,2021-07-02,영업,제주특별자치도 제주시 조천읍 함덕리 산 14-13,"제주특별자치도 제주시 조천읍 함덕로 40, 5층 501호",언더라운지함덕점  제주시 조천읍 함덕로 40
호이,경양식,2021-06-30,영업,제주특별자치도 제주시 아라이동 3005-1,"제주특별자치도 제주시 신설로 42, 1층 (아라이동)",호이  제주시 신설로 42
한림오젠,한식,2021-06-30,영업,제주특별자치도 제주시 한림읍 한림리 1346-8,"제주특별자치도 제주시 한림읍 사가동길 2, 1층",한림오젠  제주시 한림읍 사가동길 2
유코,일식,2021-06-30,영업,제주특별자치도 제주시 구좌읍 행원리 1537-3,"제주특별자치도 제주시 구좌읍 행원로1길 33, 1층",유코  제주시 구좌읍 행원로1길 33
퍼즈,기타,2021-06-29,영업,제주특별자치도 제주시 구좌읍 종달리 624,"제주특별자치도 제주시 구좌읍 해맞이해안로 2498, 제1동 1층",퍼즈  제주시 구좌읍 해맞이해안로 2498
숨,기타,2021-06-29,영업,제주특별자치도 제주시 이호이동 109-15,"제주특별자치도 제주시 대동길 18, 1층 (이호이동)",숨  제주시 대동길 18
만남포차,한식,2021-06-29,영업,제주특별자치도 제주시 연동 284-44,"제주특별자치도 제주시 사장1길 32, 1층 (연동)",만남포차  제주시 사장1길 32
엄마가만든탕,한식,2021-06-24,영업,제주특별자치도 제주시 건입동 1045-11,"제주특별자치도 제주시 동문로 105, 1층 (건입동)",엄마가만든탕  제주시 동문로 105
마왕족발제주시청점,기타,2021-06-24,영업,제주특별자치도 제주시 이도이동 1186-5,"제주특별자치도 제주시 신성로 109-1, 1층 (이도이동)",마왕족발제주시청점  제주시 신성로 109-1
렐레펑테러블,기타,2021-06-24,영업,제주특별자치도 제주시 구좌읍 월정리 925,"제주특별자치도 제주시 구좌읍 월정1길 17, 2동 1층",렐레펑테러블  제주시 구좌읍 월정1길 17
한우전문우리집,한식,2021-06-24,영업,제주특별자치도 제주시 용담일동 264-3,"제주특별자치도 제주시 남성로 51, 2층 (용담일동)",한우전문우리집  제주시 남성로 51
동백호프,기타,2021-06-18,영업,제주특별자치도 제주시 조천읍 선흘리 1111-11,"제주특별자치도 제주시 조천읍 선흘동1길 3, 2층",동백호프  제주시 조천읍 선흘동1길 3
굽네치킨함덕점,호프/통닭,2021-06-18,영업,제주특별자치도 제주시 조천읍 함덕리 3114-1,"제주특별자치도 제주시 조천읍 조함해안로 434, 2층",굽네치킨함덕점  제주시 조천읍 조함해안로 434
배떡조천함덕점,분식,2021-06-18,영업,제주특별자치도 제주시 조천읍 함덕리 3114-1,"제주특별자치도 제주시 조천읍 조함해안로 434, 1층",배떡조천함덕점  제주시 조천읍 조함해안로 434
제주침시술소바,일식,2021-06-18,영업,제주특별자치도 제주시 노형동 3785-5,"제주특별자치도 제주시 노형10길 21, 1층 (노형동)",제주침시술소바  제주시 노형10길 21
종승호,한식,2021-06-18,영업,제주특별자치도 제주시 연동 273-34 신제주종합시장,"제주특별자치도 제주시 신대로16길 44, 신제주종합시장 1층 (연동)",종승호  제주시 신대로16길 44
루프탑레오,기타,2021-06-18,영업,제주특별자치도 제주시 연동 261-25 HOTEL LEO,"제주특별자치도 제주시 삼무로 14, HOTEL LEO 13층 (연동)",루프탑레오  제주시 삼무로 14
도련들,한식,2021-06-18,영업,제주특별자치도 제주시 도련일동 1612-2,"제주특별자치도 제주시 도련2길 4, 2층 (도련일동)",도련들  제주시 도련2길 4
메밀의고향,한식,2021-06-18,영업,제주특별자치도 제주시 구좌읍 세화리 1248-1,"제주특별자치도 제주시 구좌읍 세화남1길 1, 1층",메밀의고향  제주시 구좌읍 세화남1길 1
엄마순대국,한식,2021-06-07,영업,제주특별자치도 제주시 연동 310-14,"제주특별자치도 제주시 신대로7길 13, 1층 1호 (연동)",엄마순대국  제주시 신대로7길 13
지코바치킨시청점,호프/통닭,2021-06-07,영업,제주특별자치도 제주시 이도일동 1245-2,"제주특별자치도 제주시 동광로 41, 1층 (이도일동)",지코바치킨시청점  제주시 동광로 41
1번가두마리치킨,한식,2021-06-07,영업,제주특별자치도 제주시 한경면 고산리 2122-1,"제주특별자치도 제주시 한경면 고조로 51, 1층",1번가두마리치킨  제주시 한경면 고조로 51
마시자,기타,2021-06-07,영업,제주특별자치도 제주시 애월읍 광령리 2863-2 스타하우스,"제주특별자치도 제주시 애월읍 하광로 540-66, 스타하우스 1층",마시자  제주시 애월읍 하광로 540-66
맛있는식사,한식,2021-06-07,영업,제주특별자치도 제주시 화북일동 16-3,"제주특별자치도 제주시 동화로1길 45-18, 1층 (화북일동)",맛있는식사  제주시 동화로1길 45-18
애월연어시청점,기타,2021-05-14,영업,제주특별자치도 제주시 이도이동 1011-3 영도 갤럭시타운,"제주특별자치도 제주시 중앙로 266, 1층 103호 (이도이동, 영도 갤럭시타운)",애월연어시청점  제주시 중앙로 266
우드나잇,기타,2021-05-14,영업,제주특별자치도 제주시 애월읍 애월리 1687,"제주특별자치도 제주시 애월읍 애월로7길 12, 2동 1층",우드나잇  제주시 애월읍 애월로7길 12
피스오브치즈,경양식,2021-05-14,영업,제주특별자치도 제주시 이도이동 1030-21,"제주특별자치도 제주시 고산동산1길 9, 1층 (이도이동)",피스오브치즈  제주시 고산동산1길 9
커피볶는조아저씨,기타,2021-06-15,영업,제주특별자치도 제주시 한경면 금등리 572-1,"제주특별자치도 제주시 한경면 금등4길 44, 1층",커피볶는조아저씨  제주시 한경면 금등4길 44
러움,기타,2021-06-15,영업,제주특별자치도 제주시 우도면 연평리 972-3,"제주특별자치도 제주시 우도면 우도해안길 458, 1층",러움  제주시 우도면 우도해안길 458
해녀스낵,분식,2021-06-15,영업,제주특별자치도 제주시 한경면 판포리 2881-3,"제주특별자치도 제주시 한경면 일주서로 4533-19, 2층",해녀스낵  제주시 한경면 일주서로 4533-19
티바두마리치킨인제점,호프/통닭,2021-06-15,영업,제주특별자치도 제주시 일도이동 333-8,"제주특별자치도 제주시 고마로10길 24, 1층 (일도이동)",티바두마리치킨인제점  제주시 고마로10길 24
올드레코드,일식,2021-06-15,영업,제주특별자치도 제주시 일도이동 69-5,"제주특별자치도 제주시 연삼로 517, 1층 (일도이동)",올드레코드  제주시 연삼로 517
홍익인간,일식,2021-06-08,영업,제주특별자치도 제주시 구좌읍 세화리 1421-3,"제주특별자치도 제주시 구좌읍 구좌로 42, 1층",홍익인간  제주시 구좌읍 구좌로 42
646미터퍼세크,경양식,2021-06-08,영업,제주특별자치도 제주시 한경면 금등리 646 너울빌리지,"제주특별자치도 제주시 한경면 일주서로 4469, 너울빌리지 1층",646미터퍼세크  제주시 한경면 일주서로 4469
제주시듬삭헌국밥집,한식,2021-06-08,영업,제주특별자치도 제주시 화북일동 4634-1,"제주특별자치도 제주시 동제원길 18, 1층 (화북일동)",제주시듬삭헌국밥집  제주시 동제원길 18
청년순대국제주시청점,한식,2021-05-18,영업,제주특별자치도 제주시 이도이동 1181-3,"제주특별자치도 제주시 광양13길 10, 1층 (이도이동)",청년순대국제주시청점  제주시 광양13길 10
한수풀더면,기타,2021-05-18,영업,제주특별자치도 제주시 한림읍 대림리 751-3,"제주특별자치도 제주시 한림읍 한수풀로5길 11, 다동 1층",한수풀더면  제주시 한림읍 한수풀로5길 11
초원코다리,한식,2021-05-18,영업,제주특별자치도 제주시 한림읍 협재리 1265-1,"제주특별자치도 제주시 한림읍 명재로 62-2, 1층",초원코다리  제주시 한림읍 명재로 62-2
모닥모닥,기타,2021-05-18,영업,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 1층",모닥모닥  제주시 구좌읍 김녕로4길 30
연동회관,한식,2021-05-18,영업,제주특별자치도 제주시 연동 293-25,"제주특별자치도 제주시 연동13길 33, 1층 (연동)",연동회관  제주시 연동13길 33
명동춘천닭갈비5호점,한식,2021-05-18,영업,제주특별자치도 제주시 외도일동 551-5,"제주특별자치도 제주시 우정로15길 27, 1층 (외도일동)",명동춘천닭갈비5호점  제주시 우정로15길 27
